School_ID;Student_ID;Attendance;Tutoring_Sessions;Teacher_Quality;School_Type;Distance_from_Home;Previous_Scores;Exam_Score
5269;5269;68;2;Medium;Public;Near;68;64
5270;5270;63;0;Medium;Public;Moderate;99;62
5271;5271;91;2;Low;Private;Near;90;71
5272;5272;70;2;Medium;Public;Near;87;70
5273;5273;84;1;High;Public;Moderate;71;64
5274;5274;88;0;Medium;Private;Moderate;94;69
5275;5275;79;1;High;Public;Moderate;55;65
5276;5276;95;2;Medium;Private;Moderate;57;73
5277;5277;78;2;Medium;Public;Near;98;64
5278;5278;71;2;Medium;Public;Near;78;64
5279;5279;96;3;Medium;Public;Moderate;58;70
5280;5280;94;2;Medium;Public;Near;97;70
5281;5281;67;2;Medium;Public;Moderate;99;64
5282;5282;61;3;High;Private;Moderate;94;64
5283;5283;64;3;High;Private;Near;62;66
5284;5284;71;1;Medium;Public;Near;64;66
5285;5285;99;2;Medium;Public;Near;70;74
5286;5286;82;2;Medium;Public;Near;79;69
5287;5287;75;1;Medium;Public;Near;100;67
5288;5288;96;5;Medium;Public;Far;98;73
5289;5289;78;0;Medium;Public;Near;96;66
5290;5290;73;2;Medium;Public;Moderate;54;67
5291;5291;98;3;Medium;Public;Near;88;75
5292;5292;94;2;High;Public;Near;94;73
5293;5293;94;2;Medium;Public;Near;67;67
5294;5294;80;0;High;Public;Moderate;61;65
5295;5295;92;1;Low;Public;Near;87;71
5296;5296;67;1;Medium;Public;Near;55;63
5297;5297;83;2;High;Public;Moderate;97;68
5298;5298;99;0;Medium;Private;Near;58;72
5299;5299;72;2;High;Public;Near;73;67
5300;5300;92;1;Medium;Public;Near;99;71
5301;5301;80;1;Medium;Public;Near;99;67
5302;5302;62;0;High;Private;Near;89;66
5303;5303;91;3;Medium;Public;Near;92;72
5304;5304;67;2;High;Public;Near;98;64
5305;5305;85;0;High;Public;Moderate;96;68
5306;5306;63;0;Medium;Public;Moderate;81;65
5307;5307;98;1;Medium;Private;Moderate;87;74
5308;5308;72;4;High;Private;Moderate;80;65
5309;5309;69;2;High;Public;Near;75;63
5310;5310;65;5;Medium;Private;Moderate;94;65
5311;5311;98;0;Medium;Public;Near;87;70
5312;5312;88;0;Medium;Public;Moderate;93;71
5313;5313;90;1;Medium;Public;Near;55;66
5314;5314;80;2;High;Public;Near;79;69
5315;5315;79;2;Medium;Public;Moderate;66;67
5316;5316;64;1;Medium;Public;Moderate;76;64
5317;5317;82;2;High;Public;Moderate;81;67
5318;5318;70;1;High;Public;Near;92;67
5319;5319;99;1;Medium;Public;Near;52;70
5320;5320;92;2;Medium;Private;Near;58;71
5321;5321;77;2;High;Private;Near;96;68
5322;5322;66;1;High;Public;Near;98;65
5323;5323;91;1;Medium;Private;Near;53;70
5324;5324;65;1;;Public;Near;67;64
5325;5325;68;3;Low;Private;Near;50;67
5326;5326;68;5;Low;Private;Moderate;88;63
5327;5327;82;2;Low;Public;Moderate;84;65
5328;5328;91;2;High;Public;Near;78;70
5329;5329;73;1;Medium;Public;Near;85;67
5330;5330;63;3;Medium;Private;Near;77;60
5331;5331;79;1;Medium;Public;Near;62;64
5332;5332;90;1;Medium;Private;Moderate;88;65
5333;5333;69;0;High;Public;Moderate;89;64
5334;5334;69;1;Medium;Public;Moderate;93;67
5335;5335;98;0;Medium;Private;Near;98;71
5336;5336;98;0;Medium;Private;Moderate;87;69
5337;5337;100;1;High;Public;Near;53;70
5338;5338;92;1;High;Public;Near;51;69
5339;5339;68;3;Medium;Public;Near;87;69
5340;5340;68;2;;Public;Moderate;53;64
5341;5341;74;0;High;Private;Near;66;63
5342;5342;73;3;Medium;Public;Near;57;67
5343;5343;98;0;Medium;Public;Moderate;98;66
5344;5344;92;2;Medium;Public;Near;66;69
5345;5345;89;5;High;Private;Near;53;69
5346;5346;67;2;Medium;Public;Near;97;69
5347;5347;96;1;Medium;Public;Near;80;72
5348;5348;93;1;Low;Private;Moderate;52;65
5349;5349;67;0;High;Private;Near;92;63
5350;5350;95;1;High;Public;Near;58;69
5351;5351;71;3;High;Private;Near;90;69
5352;5352;63;2;High;Private;Moderate;80;64
5353;5353;86;2;High;Private;Near;59;69
5354;5354;86;1;Medium;Private;Moderate;88;72
5355;5355;64;1;Medium;Public;Near;73;62
5356;5356;73;1;Medium;Private;Near;82;66
5357;5357;100;2;Low;Public;Far;93;65
5358;5358;87;0;Medium;Public;Near;63;69
5359;5359;89;1;High;Public;Near;68;65
5360;5360;69;3;High;Public;Near;100;67
5361;5361;63;2;High;Public;Near;75;63
5362;5362;71;2;Medium;Public;Near;78;66
5363;5363;70;0;Low;Private;Far;64;61
5364;5364;69;1;Medium;Public;;71;64
5365;5365;68;1;Medium;Private;Near;75;64
5366;5366;83;2;Medium;Public;Near;63;65
5367;5367;73;3;Medium;Public;Moderate;62;68
5368;5368;93;1;Medium;Private;Near;80;69
5369;5369;67;0;Medium;Public;Near;59;61
5370;5370;79;3;High;Private;Moderate;78;72
5371;5371;61;4;Medium;Private;Moderate;85;61
5372;5372;79;1;High;Private;Moderate;60;66
5373;5373;62;1;Medium;Public;Moderate;87;60
5374;5374;99;1;High;Public;Far;68;69
5375;5375;92;1;High;Public;Near;100;72
5376;5376;80;2;Medium;Public;Moderate;99;69
5377;5377;63;0;Medium;Public;Near;90;71
5378;5378;84;1;Medium;Private;Near;67;64
5379;5379;90;3;Medium;Public;Near;97;71
5380;5380;68;1;High;Public;Moderate;100;64
5381;5381;83;3;Low;Public;Near;73;67
5382;5382;93;2;Medium;Private;Moderate;81;67
5383;5383;91;1;Medium;Public;Moderate;50;66
5384;5384;92;3;Medium;Private;Near;52;73
5385;5385;95;1;Medium;Private;Moderate;75;73
5386;5386;98;0;Medium;Public;Moderate;80;70
5387;5387;76;5;Low;Public;Moderate;66;70
5388;5388;83;0;Medium;Public;Near;55;62
5389;5389;92;1;High;Private;Moderate;89;68
5390;5390;88;0;Medium;Public;Moderate;71;65
5391;5391;100;2;Medium;Public;Near;82;73
5392;5392;61;1;;Private;Near;83;65
5393;5393;74;0;Medium;Public;Near;77;66
5394;5394;71;3;Medium;Public;Moderate;59;64
5395;5395;70;0;Medium;Public;Near;81;63
5396;5396;69;0;Low;Public;Near;66;62
5397;5397;88;0;Medium;Private;Moderate;91;70
5398;5398;63;3;Medium;Public;Near;60;65
5399;5399;90;0;Medium;Private;Far;65;64
5400;5400;88;4;Medium;Public;Near;72;70
5401;5401;70;1;Low;Public;Near;87;62
5402;5402;70;5;Medium;Public;Near;86;67
5403;5403;85;1;Medium;Private;Far;67;66
5404;5404;90;2;High;Public;Moderate;76;74
5405;5405;95;2;Medium;Public;Far;62;69
5406;5406;94;0;Medium;Public;Moderate;89;70
5407;5407;99;1;Medium;Public;Near;60;68
5408;5408;83;3;;Public;Near;91;70
5409;5409;96;3;Medium;Public;Near;97;71
5410;5410;92;2;High;Public;Moderate;100;73
5411;5411;96;3;Medium;Private;Far;93;69
5412;5412;60;1;Medium;Public;Near;61;61
5413;5413;99;0;Medium;Public;Moderate;71;68
5414;5414;79;1;Medium;Private;Far;54;66
5415;5415;92;0;Medium;Private;Near;58;67
5416;5416;65;1;Medium;Public;Moderate;52;64
5417;5417;76;1;Medium;Private;Near;82;67
5418;5418;71;0;Medium;Public;Moderate;77;61
5419;5419;72;2;High;Public;Near;96;65
5420;5420;65;0;Medium;Private;Near;73;62
5421;5421;92;0;Medium;Public;Near;82;69
5422;5422;60;1;Medium;Public;Far;70;61
5423;5423;73;4;Low;Public;Moderate;91;69
5424;5424;67;1;Low;Public;Near;96;64
5425;5425;84;1;Medium;Public;Far;72;65
5426;5426;70;1;Medium;Public;Moderate;54;64
5427;5427;70;1;Low;Private;Moderate;58;68
5428;5428;80;1;Medium;Private;Near;86;67
5429;5429;86;0;High;Private;Near;66;68
5430;5430;65;2;Medium;Public;Moderate;89;61
5431;5431;67;5;High;Public;Near;87;69
5432;5432;70;0;Medium;Private;Near;85;64
5433;5433;99;3;Medium;Public;Near;91;74
5434;5434;76;1;Medium;Public;Near;88;66
5435;5435;84;1;Medium;Public;Near;82;68
5436;5436;70;3;Medium;Private;Far;50;65
5437;5437;80;0;Medium;Private;Near;76;66
5438;5438;63;2;High;Public;Near;80;66
5439;5439;61;3;Low;Private;Near;98;65
5440;5440;79;3;Medium;Private;Moderate;83;67
5441;5441;76;0;High;Public;Moderate;79;65
5442;5442;65;1;High;Public;Moderate;77;63
5443;5443;88;1;High;Private;Near;55;67
5444;5444;100;2;Medium;Public;Near;71;70
5445;5445;76;0;Medium;Public;Moderate;57;68
5446;5446;85;1;Medium;Public;Far;53;66
5447;5447;99;3;Low;Private;Moderate;66;67
5448;5448;93;2;High;Private;Near;82;72
5449;5449;79;0;Medium;Private;Near;93;68
5450;5450;89;1;High;Public;Near;91;66
5451;5451;65;0;Medium;Private;Moderate;65;62
5452;5452;80;1;Medium;Public;Near;52;65
5453;5453;71;3;Medium;Public;Near;70;67
5454;5454;66;3;Medium;Public;Near;66;62
5455;5455;77;1;Medium;Public;Near;69;66
5456;5456;65;1;Medium;Private;Near;78;67
5457;5457;88;2;High;Public;Near;52;68
5458;5458;78;1;Medium;Public;Moderate;69;66
5459;5459;81;0;Medium;Private;Near;78;68
5460;5460;66;2;Medium;Public;Near;72;62
5461;5461;66;1;;Public;Near;83;64
5462;5462;83;1;Medium;Public;Near;59;68
5463;5463;99;2;Medium;Private;Moderate;58;71
5464;5464;64;2;High;Public;Near;65;63
5465;5465;71;1;High;Public;Moderate;55;62
5466;5466;95;1;Low;Private;Near;62;69
5467;5467;63;0;Medium;Private;Moderate;54;62
5468;5468;95;3;Medium;Public;Near;70;71
5469;5469;81;3;Medium;Public;Near;86;69
5470;5470;76;1;High;Private;Moderate;64;66
5471;5471;72;0;Medium;Public;Near;50;64
5472;5472;72;1;High;Public;Near;78;65
5473;5473;72;1;High;Private;Moderate;85;68
5474;5474;95;1;Medium;Public;Near;70;69
5475;5475;89;2;Medium;Public;Near;65;68
5476;5476;87;3;Low;Public;Near;75;71
5477;5477;92;1;Medium;Public;Far;55;66
5478;5478;70;2;High;Private;Moderate;82;65
5479;5479;85;1;Medium;Private;Near;87;68
5480;5480;78;0;Medium;Public;Near;85;72
5481;5481;91;3;High;Public;Near;66;75
5482;5482;72;2;Medium;Public;Near;92;67
5483;5483;86;1;Medium;Private;Moderate;97;67
5484;5484;95;2;Medium;Public;Near;65;70
5485;5485;76;5;Medium;Public;Near;63;64
5486;5486;63;1;Medium;Private;Far;85;65
5487;5487;81;1;High;Public;Moderate;85;68
5488;5488;74;1;Low;Public;Moderate;76;67
5489;5489;87;1;High;Public;Moderate;96;66
5490;5490;98;0;Medium;Private;Moderate;57;69
5491;5491;79;2;Medium;Public;Near;74;64
5492;5492;79;1;Medium;Public;Near;52;68
5493;5493;86;5;High;Private;Near;53;68
5494;5494;64;1;Medium;Private;Near;53;65
5495;5495;70;0;Medium;Public;Moderate;75;65
5496;5496;97;1;Medium;Public;Near;79;65
5497;5497;87;0;High;Public;Near;50;67
5498;5498;61;2;Medium;Public;Near;82;63
5499;5499;68;1;High;Public;Near;74;62
5500;5500;87;2;High;Private;Moderate;61;73
5501;5501;91;2;Medium;Public;Moderate;51;72
5502;5502;94;5;Low;Public;Near;58;71
5503;5503;72;3;Medium;Public;Near;80;67
5504;5504;97;0;Medium;Public;Moderate;83;66
5505;5505;82;1;Medium;Private;Moderate;82;68
5506;5506;88;0;Medium;Public;Near;58;70
5507;5507;84;2;Medium;Private;Far;96;66
5508;5508;65;0;Medium;Private;Far;71;56
5509;5509;99;1;High;Public;Far;88;71
5510;5510;65;2;High;Private;Moderate;58;64
5511;5511;70;2;Medium;Public;Far;74;65
5512;5512;93;2;Medium;Public;Near;76;70
5513;5513;85;1;Medium;Public;Moderate;89;70
5514;5514;94;2;High;Public;Far;81;71
5515;5515;81;0;Medium;Public;Far;70;70
5516;5516;75;3;Medium;Public;Moderate;64;62
5517;5517;97;1;Medium;Private;Near;99;72
5518;5518;61;0;Medium;Private;Near;64;62
5519;5519;94;2;High;Public;Near;56;67
5520;5520;69;0;Medium;Public;Moderate;65;58
5521;5521;94;3;High;Public;Near;66;69
5522;5522;66;0;High;Private;Near;56;60
5523;5523;83;2;Medium;Public;Near;85;72
5524;5524;96;0;Low;Public;Moderate;81;66
5525;5525;79;2;Medium;Public;Far;66;66
5526;5526;90;1;Medium;Private;Moderate;100;69
5527;5527;92;2;Medium;Public;Moderate;83;70
5528;5528;89;2;High;Public;Near;85;70
5529;5529;97;0;Low;Private;Moderate;78;70
5530;5530;78;2;High;Public;Near;78;67
5531;5531;67;2;Medium;Public;Near;51;67
5532;5532;62;0;Medium;Public;Far;89;59
5533;5533;70;1;Medium;Private;Moderate;96;67
5534;5534;66;1;Medium;Private;Moderate;56;65
5535;5535;82;1;Medium;Public;Near;90;68
5536;5536;67;1;Medium;Public;Near;77;71
5537;5537;62;2;Medium;Public;Near;64;61
5538;5538;61;0;Medium;Public;Near;96;63
5539;5539;93;1;High;Private;Near;51;67
5540;5540;84;1;High;Public;Near;64;69
5541;5541;74;0;Medium;Public;Near;94;70
5542;5542;96;0;Low;Public;Moderate;74;69
5543;5543;63;1;High;Public;Far;80;66
5544;5544;99;1;Medium;Public;Moderate;87;70
5545;5545;85;2;High;Public;Moderate;57;67
5546;5546;67;0;High;Private;Near;61;61
5547;5547;87;2;Low;Private;Moderate;100;74
5548;5548;91;1;High;Private;Near;62;70
5549;5549;77;0;Medium;Private;Near;77;66
5550;5550;94;1;High;Public;Near;65;73
5551;5551;66;1;Medium;Private;Near;93;62
5552;5552;71;2;High;Public;Moderate;98;65
5553;5553;64;0;High;Private;Near;57;62
5554;5554;68;1;Low;Public;Moderate;80;64
5555;5555;70;1;Medium;Public;Far;91;63
5556;5556;97;1;Medium;Public;Near;91;69
5557;5557;63;3;High;Public;Near;72;63
5558;5558;77;1;Medium;Public;Moderate;61;67
5559;5559;81;1;Medium;Private;Near;69;65
5560;5560;96;0;Medium;Private;Near;88;71
5561;5561;100;3;Medium;Public;Moderate;100;71
5562;5562;90;0;High;Public;Far;78;69
5563;5563;99;2;High;Private;Moderate;60;71
5564;5564;91;1;Medium;Public;Near;52;68
5565;5565;99;2;Medium;Public;Near;97;70
5566;5566;88;0;High;Private;Near;74;71
5567;5567;63;1;Medium;Public;Near;86;68
5568;5568;76;1;Medium;Private;Near;83;69
5569;5569;86;4;Low;Private;Near;95;71
5570;5570;74;2;High;Private;Far;63;63
5571;5571;71;4;Medium;Public;Moderate;72;66
5572;5572;83;1;Medium;Public;Moderate;96;67
5573;5573;97;3;Medium;Private;Far;79;71
5574;5574;61;0;Medium;Public;Near;54;59
5575;5575;91;0;Medium;Public;Near;60;67
5576;5576;89;2;Medium;Public;Moderate;62;66
5577;5577;99;1;High;Public;Far;100;72
5578;5578;97;0;High;Public;Near;61;70
5579;5579;90;3;Medium;Public;Near;93;68
5580;5580;81;0;Low;Public;Moderate;54;63
5581;5581;68;3;High;Public;Near;59;69
5582;5582;82;0;Low;Private;Near;94;67
5583;5583;91;1;High;Public;Near;95;75
5584;5584;96;0;High;Private;Far;59;67
5585;5585;92;0;High;Private;Near;61;74
5586;5586;68;1;High;Public;Moderate;77;66
5587;5587;84;2;Medium;Public;Near;53;65
5588;5588;73;1;High;Public;Near;97;60
5589;5589;60;1;Medium;Private;Far;68;63
5590;5590;68;3;High;Public;Near;74;69
5591;5591;65;1;Medium;Public;Near;55;64
5592;5592;94;1;Medium;Private;Near;52;68
5593;5593;70;2;Low;Public;Moderate;73;63
5594;5594;71;0;High;Public;Near;56;65
5595;5595;98;0;Medium;Public;Near;82;74
5596;5596;75;2;Medium;Public;Moderate;90;65
5597;5597;60;0;Medium;Public;Near;52;61
5598;5598;71;1;High;Public;Near;81;66
5599;5599;65;1;High;Public;Moderate;91;67
5600;5600;64;0;High;Public;Near;72;66
5601;5601;63;4;Medium;Private;Near;98;69
5602;5602;84;2;Medium;Public;Moderate;56;65
5603;5603;68;2;Medium;Public;Far;66;65
5604;5604;74;0;Medium;Private;Near;62;66
5605;5605;94;2;High;Public;Near;100;73
5606;5606;77;2;High;Public;Moderate;65;64
5607;5607;97;0;High;Public;Near;69;67
5608;5608;80;0;High;Private;Near;92;67
5609;5609;76;3;Medium;Public;Near;96;68
5610;5610;90;2;High;Public;Moderate;97;71
5611;5611;63;0;High;Private;Near;78;64
5612;5612;64;1;Medium;Public;Moderate;83;67
5613;5613;86;2;High;Private;Moderate;67;68
5614;5614;79;1;High;Private;Near;80;67
5615;5615;92;3;High;Public;Near;65;70
5616;5616;97;2;Medium;Private;Far;87;64
5617;5617;76;0;Medium;Public;Near;65;63
5618;5618;84;3;Medium;Public;Near;94;71
5619;5619;80;1;Medium;Public;Moderate;57;64
5620;5620;99;3;Medium;Private;Near;79;70
5621;5621;93;3;Medium;Public;Near;76;70
5622;5622;96;1;Medium;Private;Near;63;67
5623;5623;70;1;High;Public;Near;51;62
5624;5624;91;2;High;Private;Near;57;69
5625;5625;71;2;Medium;Public;Moderate;98;69
5626;5626;68;0;Medium;Public;Far;97;62
5627;5627;98;1;Medium;Private;Near;56;70
5628;5628;61;2;High;Public;Near;69;66
5629;5629;99;1;Medium;Public;Near;73;69
5630;5630;66;3;High;Public;Near;74;65
5631;5631;93;0;Medium;Public;Near;65;66
5632;5632;71;2;Medium;Public;Near;96;69
5633;5633;74;1;Medium;Private;Far;95;66
5634;5634;69;1;High;Public;Near;51;65
5635;5635;83;1;Medium;Public;Near;83;66
5636;5636;74;1;;Public;Near;54;63
5637;5637;86;0;High;Public;Near;80;72
5638;5638;61;3;High;Public;Moderate;93;62
5639;5639;63;1;Medium;Private;Near;82;64
5640;5640;64;2;Medium;Public;Far;73;61
5641;5641;77;0;Medium;Public;Near;98;70
5642;5642;93;1;High;Private;Moderate;87;67
5643;5643;96;3;Medium;Private;Far;62;66
5644;5644;70;2;Low;Public;Near;69;66
5645;5645;83;1;High;Public;Near;88;68
5646;5646;91;0;Medium;Public;Moderate;51;67
5647;5647;72;1;High;Public;Near;53;65
5648;5648;76;0;High;Public;Moderate;93;70
5649;5649;81;1;Medium;Public;Near;52;69
5650;5650;65;1;High;Public;Near;84;68
5651;5651;61;0;Medium;Public;Near;66;61
5652;5652;66;0;High;Public;Far;91;65
5653;5653;85;3;Medium;Public;Near;92;71
5654;5654;63;0;Medium;Private;Near;98;66
5655;5655;68;0;Medium;Private;Near;55;62
5656;5656;74;0;High;Public;Near;71;61
5657;5657;63;1;High;Public;Near;79;67
5658;5658;68;0;High;Public;Near;96;66
5659;5659;96;1;Medium;Public;Moderate;63;71
5660;5660;61;0;High;Private;Moderate;54;62
5661;5661;86;1;Medium;Public;Near;60;67
5662;5662;75;0;High;Public;Near;75;64
5663;5663;87;2;Medium;Private;Near;84;68
5664;5664;84;3;Medium;Public;Moderate;85;67
5665;5665;69;1;Low;Public;Near;54;63
5666;5666;94;2;Medium;Public;Near;88;70
5667;5667;80;1;Low;Public;Near;83;67
5668;5668;93;1;High;Private;Moderate;70;71
5669;5669;76;3;Medium;Private;Far;79;62
5670;5670;99;3;Medium;Public;Near;88;75
5671;5671;91;1;Medium;Public;Near;63;72
5672;5672;99;4;Medium;Public;Near;97;73
5673;5673;81;3;Low;Private;Near;57;64
5674;5674;79;1;Medium;Public;Near;95;73
5675;5675;90;2;High;Public;Far;87;66
5676;5676;95;1;Medium;Private;Near;83;69
5677;5677;99;1;Medium;Public;Moderate;54;70
5678;5678;73;1;Medium;Public;Near;96;70
5679;5679;92;0;High;Private;Moderate;65;71
5680;5680;68;0;Medium;Private;Near;87;64
5681;5681;82;7;High;Private;Near;94;71
5682;5682;67;1;Low;Private;Far;62;63
5683;5683;74;2;High;Public;Near;96;68
5684;5684;97;3;High;Public;Near;81;71
5685;5685;66;4;High;Private;Moderate;83;65
5686;5686;85;1;Medium;Public;Near;96;66
5687;5687;84;0;Medium;Private;Near;76;72
5688;5688;65;1;Medium;Public;Moderate;72;65
5689;5689;73;1;Medium;Public;Far;82;60
5690;5690;83;2;High;Public;Moderate;78;67
5691;5691;67;1;Medium;Private;Near;53;65
5692;5692;92;0;Medium;Public;Moderate;59;64
5693;5693;99;2;High;Public;Moderate;51;72
5694;5694;69;3;Low;Private;Moderate;55;62
5695;5695;67;0;Medium;Public;Moderate;86;67
5696;5696;78;1;Medium;Private;Near;50;67
5697;5697;90;4;Medium;Public;Near;65;69
5698;5698;71;1;Low;Private;Moderate;72;65
5699;5699;61;0;High;Public;Far;97;62
5700;5700;82;0;Medium;Private;Near;66;69
5701;5701;98;1;Medium;Public;Far;89;72
5702;5702;76;1;Medium;Public;Far;70;63
5703;5703;77;1;Medium;Public;Far;55;64
5704;5704;99;1;Medium;Public;Far;55;67
5705;5705;88;2;High;Public;Moderate;72;70
5706;5706;89;3;High;Private;Moderate;53;64
5707;5707;83;1;Medium;Public;Moderate;79;69
5708;5708;99;2;Medium;Private;Near;75;72
5709;5709;88;4;Medium;Private;Near;85;69
5710;5710;96;3;Medium;Private;Near;59;75
5711;5711;88;1;Medium;Public;Near;80;67
5712;5712;89;1;Medium;Private;Near;59;67
5713;5713;72;0;;Public;Far;86;66
5714;5714;72;0;Medium;Public;Moderate;65;64
5715;5715;91;2;High;Private;Near;81;68
5716;5716;72;1;Medium;Public;Moderate;94;66
5717;5717;83;3;Medium;Public;Near;74;69
5718;5718;70;1;High;Public;Near;60;65
5719;5719;93;2;Low;Private;Moderate;94;70
5720;5720;64;0;Medium;Private;Near;68;57
5721;5721;93;2;High;Private;Moderate;87;69
5722;5722;84;0;Low;Public;Near;66;70
5723;5723;67;4;Medium;Private;Near;65;63
5724;5724;82;1;Low;Public;Moderate;82;66
5725;5725;71;3;Medium;Private;;58;64
5726;5726;73;0;High;Public;;93;65
5727;5727;74;1;Medium;Public;Near;69;64
5728;5728;63;2;Medium;Public;Near;51;62
5729;5729;99;1;Medium;Private;Far;65;71
5730;5730;61;1;Medium;Public;Far;89;64
5731;5731;86;1;High;Public;Near;93;72
5732;5732;75;0;Medium;Public;Near;78;64
5733;5733;86;2;High;Private;Moderate;65;71
5734;5734;74;5;High;Public;Near;76;68
5735;5735;87;3;Low;Public;Near;92;68
5736;5736;89;2;Medium;Public;Moderate;66;68
5737;5737;88;3;High;Public;Near;69;69
5738;5738;65;1;High;Public;Near;77;67
5739;5739;86;0;Medium;Private;Near;94;66
5740;5740;71;1;Medium;Private;Far;79;65
5741;5741;61;0;Low;Private;Moderate;60;63
5742;5742;77;1;High;Public;Moderate;54;62
5743;5743;77;1;Low;Private;Near;55;67
5744;5744;79;2;Medium;Public;Near;98;65
5745;5745;88;1;;Public;Near;91;66
5746;5746;72;2;Medium;Public;Near;88;66
5747;5747;73;0;Medium;Public;Near;75;64
5748;5748;62;5;Medium;Public;Near;84;67
5749;5749;87;2;Medium;Public;Moderate;56;67
5750;5750;83;1;Medium;Public;Moderate;81;61
5751;5751;74;1;Medium;Public;Near;91;66
5752;5752;88;2;Medium;Private;Moderate;53;66
5753;5753;81;1;Medium;Public;Moderate;65;67
5754;5754;79;1;Low;Public;Near;56;64
5755;5755;80;1;Medium;Public;Near;63;64
5756;5756;85;2;High;Public;Moderate;89;67
5757;5757;86;2;High;Private;Near;67;68
5758;5758;72;2;Medium;Public;Near;84;64
5759;5759;66;0;Medium;Private;Near;89;63
5760;5760;66;2;High;Public;Near;91;68
5761;5761;86;2;Medium;Private;Far;94;64
5762;5762;95;2;Medium;Public;Moderate;80;70
5763;5763;76;3;Medium;Private;Near;64;64
5764;5764;67;0;Medium;Public;Far;58;59
5765;5765;90;4;High;Public;Moderate;75;71
5766;5766;93;3;Medium;Public;Moderate;55;67
5767;5767;95;3;Medium;Private;Near;96;73
5768;5768;84;3;Medium;Public;Near;72;66
5769;5769;94;2;High;Private;Near;94;73
5770;5770;61;1;Medium;Public;Near;85;62
5771;5771;64;1;High;Public;Near;93;69
5772;5772;64;3;High;Private;Near;94;66
5773;5773;89;1;High;Private;Near;53;68
5774;5774;63;4;Medium;Public;Near;86;65
5775;5775;80;1;Medium;Public;Moderate;61;67
5776;5776;79;2;Medium;Public;Near;99;64
5777;5777;72;0;High;Private;Moderate;89;67
5778;5778;95;3;Medium;Private;Moderate;50;66
5779;5779;67;1;High;Public;Near;96;68
5780;5780;74;3;High;Public;Near;65;68
5781;5781;91;1;Medium;Public;Far;71;64
5782;5782;61;2;Medium;Public;Near;81;63
5783;5783;87;2;Medium;Public;Moderate;96;72
5784;5784;93;1;High;Public;Moderate;96;75
5785;5785;97;2;Medium;Public;Near;78;71
5786;5786;95;2;High;Public;Near;66;71
5787;5787;73;4;Medium;Public;Near;64;66
5788;5788;83;3;Medium;Private;Moderate;68;71
5789;5789;63;0;High;Public;Moderate;59;61
5790;5790;70;1;Medium;Public;Far;83;65
5791;5791;64;1;Medium;Private;Near;76;58
5792;5792;73;1;Medium;Public;Near;89;62
5793;5793;95;2;High;Public;Near;55;69
5794;5794;74;1;Medium;Public;Far;70;65
5795;5795;82;3;Medium;Private;Near;62;69
5796;5796;77;1;High;Private;Near;77;68
5797;5797;78;0;Medium;Public;Far;73;70
5798;5798;99;4;Medium;Public;Near;72;72
5799;5799;72;3;Medium;Private;Near;66;66
5800;5800;85;2;Medium;Private;Near;86;68
5801;5801;77;2;Low;Private;Near;74;67
5802;5802;62;1;Medium;Public;Far;60;61
5803;5803;80;1;High;Public;Near;77;64
5804;5804;93;3;Medium;Public;Near;80;74
5805;5805;64;1;High;Public;Near;51;64
5806;5806;63;2;Medium;Public;Near;60;64
5807;5807;66;2;Medium;Public;Near;62;61
5808;5808;91;3;Medium;Private;Near;62;71
5809;5809;89;2;High;Private;Moderate;62;72
5810;5810;83;0;Medium;Private;Near;64;68
5811;5811;79;2;Medium;Public;Moderate;63;69
5812;5812;96;2;High;Public;Near;94;74
5813;5813;91;3;Medium;Public;Moderate;66;70
5814;5814;92;1;High;Public;Near;67;69
5815;5815;93;2;High;Public;Near;63;64
5816;5816;86;2;Medium;Public;Far;98;71
5817;5817;78;0;Medium;Public;Near;77;65
5818;5818;95;0;Medium;Public;Near;81;71
5819;5819;97;1;High;Public;;87;71
5820;5820;61;5;High;Public;Near;67;66
5821;5821;62;1;Low;Public;Near;98;64
5822;5822;98;0;;Private;Near;58;70
5823;5823;71;1;High;Private;Moderate;73;61
5824;5824;95;1;Low;Private;Moderate;57;71
5825;5825;76;0;Medium;Public;Moderate;90;65
5826;5826;65;0;High;Public;Near;55;59
5827;5827;63;3;Medium;Public;Near;78;63
5828;5828;66;1;High;Public;Moderate;55;64
5829;5829;70;0;Medium;Public;Near;73;63
5830;5830;80;1;Medium;Private;Moderate;64;70
5831;5831;88;1;High;Public;Near;95;70
5832;5832;99;1;Medium;Private;Near;53;72
5833;5833;78;0;High;Public;Moderate;82;65
5834;5834;81;3;Medium;Public;Moderate;85;71
5835;5835;81;3;Medium;Public;Moderate;94;70
5836;5836;82;1;High;Private;Moderate;94;66
5837;5837;81;2;Medium;Public;Moderate;99;64
5838;5838;60;0;Medium;Public;Near;63;64
5839;5839;60;1;Medium;Public;Far;64;59
5840;5840;64;5;Low;Public;Moderate;70;65
5841;5841;64;1;High;Public;Moderate;77;66
5842;5842;88;1;Medium;Public;Near;68;67
5843;5843;68;1;Medium;Public;Far;87;62
5844;5844;96;1;Medium;Private;Near;50;65
5845;5845;97;3;;Public;Near;51;73
5846;5846;99;1;Medium;Private;Near;86;70
5847;5847;98;2;Low;Public;Near;94;75
5848;5848;71;0;Medium;Public;Near;89;66
5849;5849;80;1;Medium;Public;Moderate;56;65
5850;5850;67;1;Low;Public;Moderate;97;64
5851;5851;92;2;Medium;Public;Near;76;70
5852;5852;96;0;Medium;Private;Moderate;87;71
