Student_ID;Sleep_Hours;Motivation_Level;Physical_Activity;Learning_Disabilities;Gender
2758;10;Low;3;No;Male
2759;6;High;2;No;Male
2760;8;High;4;No;Female
2761;8;Low;4;No;Female
2762;10;Medium;2;Yes;Male
2763;8;High;0;No;Male
2764;8;Medium;2;No;Female
2765;8;Medium;1;No;Female
2766;8;Low;2;No;Male
2767;9;Low;2;No;Female
2768;6;High;3;No;Male
2769;6;Medium;2;No;Male
2770;10;High;3;No;Male
2771;4;Medium;3;No;Female
2772;7;Low;3;No;Male
2773;7;Medium;3;No;Female
2774;7;High;3;No;Female
2775;9;Low;3;Yes;Female
2776;8;Low;3;No;Male
2777;6;Low;1;No;Male
2778;6;Low;1;No;Female
2779;7;Low;3;No;Female
2780;9;High;3;No;Female
2781;7;Low;4;No;Male
2782;7;High;4;No;Male
2783;6;Medium;3;No;Female
2784;8;Medium;3;No;Male
2785;7;Medium;4;No;Male
2786;6;Medium;3;No;Male
2787;9;Medium;3;No;Male
2788;10;Medium;1;No;Male
2789;7;Medium;3;No;Male
2790;7;Low;5;No;Male
2791;5;Medium;3;No;Female
2792;8;Medium;4;No;Male
2793;8;Low;3;No;Male
2794;7;Medium;3;No;Female
2795;6;Medium;3;Yes;Male
2796;10;Medium;5;No;Male
2797;8;Low;5;No;Female
2798;6;Medium;3;No;Female
2799;8;Medium;2;No;Male
2800;7;Medium;4;No;Male
2801;7;Medium;4;No;Female
2802;8;High;3;No;Male
2803;4;High;3;No;Female
2804;4;High;1;Yes;Female
2805;9;Low;2;Yes;Female
2806;7;Medium;2;No;Male
2807;6;Low;4;No;Male
2808;5;Medium;2;No;Female
2809;7;Medium;3;No;Male
2810;7;Medium;0;No;Male
2811;9;Medium;5;No;Female
2812;8;High;4;No;Male
2813;7;Medium;2;No;Male
2814;8;High;3;No;Female
2815;9;High;2;No;Male
2816;8;Medium;3;No;Male
2817;8;Medium;2;No;Male
2818;7;Low;4;Yes;Female
2819;6;Low;4;No;Male
2820;5;Medium;4;No;Male
2821;5;Medium;5;No;Female
2822;8;Low;4;No;Female
2823;8;High;2;No;Male
2824;9;Medium;2;No;Female
2825;8;Medium;3;No;Male
2826;9;Medium;2;No;Female
2827;7;Low;3;No;Male
2828;8;Low;2;Yes;Male
2829;5;Low;5;No;Female
2830;7;High;3;No;Male
2831;4;Medium;3;No;Male
2832;7;Low;4;No;Male
2833;9;Low;4;No;Female
2834;7;Medium;4;No;Male
2835;8;Medium;3;No;Male
2836;7;Medium;3;Yes;Male
2837;6;Low;3;No;Male
2838;7;High;3;No;Male
2839;9;Medium;4;Yes;Male
2840;8;Medium;1;No;Male
2841;6;Medium;4;Yes;Male
2842;5;Low;3;No;Female
2843;7;Medium;2;No;Female
2844;6;Medium;3;No;Female
2845;7;Medium;2;Yes;Male
2846;5;High;3;No;Female
2847;9;Medium;3;No;Male
2848;7;High;3;No;Female
2849;7;Medium;2;Yes;Male
2850;6;Low;3;Yes;Male
2851;7;Low;3;No;Male
2852;7;High;3;No;Male
2853;6;Medium;3;No;Female
2854;7;Low;4;No;Female
2855;9;High;2;No;Female
2856;4;High;4;No;Female
2857;7;High;2;No;Male
2858;6;Medium;2;No;Male
2859;9;Low;3;No;Female
2860;7;Low;2;No;Male
2861;5;Medium;3;No;Female
2862;7;Medium;2;No;Male
2863;8;Low;3;No;Male
2864;10;Medium;4;No;Female
2865;4;Medium;4;No;Male
2866;5;Medium;0;No;Male
2867;9;Medium;2;No;Male
2868;5;Low;3;Yes;Female
2869;7;Medium;2;No;Male
2870;6;Medium;4;No;Male
2871;6;Low;1;No;Male
2872;7;High;4;No;Male
2873;7;Low;4;Yes;Male
2874;9;Medium;3;No;Male
2875;9;Medium;3;No;Female
2876;8;Medium;3;No;Female
2877;7;Medium;3;No;Male
2878;7;Medium;2;No;Female
2879;8;Medium;3;No;Male
2880;9;High;4;No;Male
2881;8;High;2;Yes;Male
2882;9;High;4;Yes;Male
2883;6;Medium;4;No;Male
2884;9;Medium;3;No;Male
2885;8;Low;3;No;Female
2886;6;Low;2;No;Male
2887;7;Low;2;No;Female
2888;7;Medium;3;No;Male
2889;7;Medium;2;No;Male
2890;7;Low;1;No;Male
2891;5;High;3;No;Male
2892;6;Medium;1;No;Female
2893;7;Low;3;No;Female
2894;6;Low;4;Yes;Male
2895;6;Low;3;No;Female
2896;9;Low;2;No;Female
2897;7;High;2;No;Female
2898;10;Medium;2;No;Male
2899;7;Low;4;Yes;Female
2900;9;Low;2;No;Male
2901;7;Medium;2;No;Female
2902;6;High;3;No;Male
2903;7;Medium;5;No;Male
2904;9;Medium;3;No;Male
2905;7;High;3;Yes;Male
2906;8;Medium;2;No;Female
2907;7;High;2;No;Male
2908;7;Low;4;No;Male
2909;7;Medium;4;Yes;Female
2910;6;Low;1;Yes;Male
2911;7;Medium;3;No;Male
2912;8;Medium;1;No;Male
2913;7;Medium;4;No;Male
2914;7;Low;3;No;Male
2915;8;Medium;2;Yes;Male
2916;7;Medium;1;No;Female
2917;7;High;4;No;Female
2918;8;Medium;2;No;Male
2919;7;Medium;2;No;Male
2920;7;Medium;1;No;Male
2921;8;Low;3;No;Female
2922;7;Medium;3;No;Male
2923;7;Medium;1;No;Female
2924;7;Medium;4;No;Male
2925;7;High;3;Yes;Female
2926;5;Medium;2;No;Male
2927;7;Low;3;No;Female
2928;10;Medium;5;No;Male
2929;6;Low;3;No;Female
2930;6;Medium;1;No;Male
2931;10;Low;2;No;Male
2932;6;Medium;3;Yes;Male
2933;9;Medium;3;No;Female
2934;7;Low;3;No;Female
2935;7;Medium;4;No;Male
2936;7;Low;4;Yes;Male
2937;8;High;3;No;Male
2938;5;High;6;No;Female
2939;7;Medium;2;No;Female
2940;6;Medium;2;No;Female
2941;4;Medium;3;No;Male
2942;9;Medium;4;No;Female
2943;4;Low;3;No;Female
2944;10;Medium;2;No;Female
2945;8;Medium;3;No;Male
2946;5;High;2;No;Female
2947;9;High;3;No;Male
2948;6;Low;2;No;Male
2949;6;Medium;3;No;Male
2950;4;Medium;6;No;Male
2951;6;High;1;No;Male
2952;6;Medium;3;No;Male
2953;8;Medium;3;No;Male
2954;9;Medium;2;No;Female
2955;5;Medium;3;No;Male
2956;7;High;2;No;Male
2957;4;Low;4;No;Male
2958;7;Low;4;No;Female
2959;10;Medium;3;No;Female
2960;4;Low;4;No;Male
2961;5;Medium;4;No;Female
2962;8;Low;3;No;Male
2963;8;Medium;4;No;Female
2964;6;Low;2;No;Male
2965;9;Low;2;No;Male
2966;6;Medium;1;Yes;Male
2967;10;High;3;Yes;Male
2968;8;Medium;4;No;Male
2969;9;Low;3;No;Female
2970;8;Medium;2;No;Female
2971;8;High;4;No;Male
2972;8;Medium;4;No;Male
2973;9;Medium;3;No;Male
2974;7;High;3;No;Male
2975;6;Low;2;No;Female
2976;7;Medium;2;No;Male
2977;6;Low;3;No;Female
2978;6;High;5;No;Male
2979;9;Low;4;No;Male
2980;8;High;1;No;Male
2981;8;Medium;4;No;Male
2982;9;Low;3;No;Male
2983;8;Medium;3;No;Female
2984;10;High;2;No;Male
2985;4;Low;2;No;Male
2986;6;High;5;No;Female
2987;6;Medium;4;No;Male
2988;5;Low;2;No;Female
2989;7;Low;2;No;Male
2990;7;High;2;No;Male
2991;10;High;4;No;Female
2992;8;High;3;No;Female
2993;6;Medium;2;No;Male
2994;8;High;3;No;Male
2995;4;Medium;3;No;Female
2996;7;Low;3;No;Male
2997;7;Medium;2;No;Male
2998;6;High;3;No;Female
2999;7;Medium;3;No;Female
3000;6;Medium;3;No;Female
3001;6;Medium;2;No;Female
3002;8;Medium;4;No;Female
3003;9;Low;3;No;Female
3004;8;Low;4;No;Female
3005;6;Low;4;No;Male
3006;6;Low;2;Yes;Male
3007;6;Medium;3;No;Female
3008;7;Low;3;Yes;Female
3009;6;Medium;4;No;Male
3010;9;Medium;2;No;Male
3011;7;Medium;4;No;Female
3012;8;Low;2;No;Male
3013;5;Medium;2;No;Male
3014;6;Medium;2;No;Female
3015;8;Medium;2;No;Female
3016;8;Medium;2;No;Female
3017;5;Medium;4;No;Female
3018;7;Low;5;No;Male
3019;7;Medium;5;Yes;Female
3020;6;Low;3;Yes;Male
3021;8;Medium;4;No;Female
3022;5;Medium;4;No;Male
3023;6;Medium;2;Yes;Male
3024;8;Medium;3;No;Male
3025;7;Medium;4;Yes;Male
3026;7;Medium;3;No;Female
3027;7;Medium;3;No;Female
3028;8;High;2;No;Female
3029;8;Low;4;No;Female
3030;8;Medium;3;No;Male
3031;7;Medium;3;No;Female
3032;6;High;3;No;Female
3033;6;Medium;1;No;Female
3034;5;Medium;4;No;Male
3035;6;Low;3;Yes;Female
3036;6;Medium;3;No;Female
3037;9;Medium;4;Yes;Male
3038;5;High;2;No;Female
3039;9;Low;3;No;Female
3040;7;Low;3;Yes;Male
3041;7;Medium;4;No;Female
3042;8;Medium;3;Yes;Female
3043;5;Low;5;No;Female
3044;6;Low;1;No;Male
3045;5;High;3;No;Female
3046;6;Medium;3;No;Male
3047;6;Low;4;No;Male
3048;9;Low;3;Yes;Female
3049;6;Low;4;No;Female
3050;4;Medium;2;No;Female
3051;6;High;3;No;Male
3052;8;High;5;Yes;Male
3053;9;Medium;2;No;Female
3054;7;Medium;2;No;Male
3055;6;Medium;4;No;Female
3056;7;Medium;5;No;Female
3057;8;Medium;3;No;Female
3058;5;Low;3;No;Male
3059;7;Low;2;No;Female
3060;7;Medium;2;No;Female
3061;7;High;3;No;Male
3062;7;Medium;4;No;Male
3063;6;Low;1;No;Male
3064;8;Low;4;No;Male
3065;7;Medium;5;No;Female
3066;7;Medium;4;No;Female
3067;5;High;2;No;Female
3068;8;Medium;2;No;Male
3069;6;High;3;No;Female
3070;9;Medium;4;No;Male
3071;5;High;3;No;Female
3072;8;Medium;3;No;Female
3073;4;Low;3;No;Female
3074;4;Medium;4;No;Female
3075;6;Medium;1;No;Female
3076;4;Medium;3;No;Female
3077;8;Medium;3;No;Female
3078;7;Medium;2;No;Male
3079;9;Low;4;No;Female
3080;7;Medium;3;No;Female
3081;7;Medium;4;No;Male
3082;7;Low;3;No;Male
3083;6;Medium;2;No;Female
3084;6;Low;4;No;Male
3085;5;High;5;No;Male
3086;8;Medium;2;Yes;Female
3087;7;Low;3;No;Female
3088;7;Medium;2;No;Female
3089;10;Medium;3;No;Male
3090;6;Low;3;No;Male
3091;7;High;3;No;Male
3092;7;Medium;2;No;Male
3093;9;Low;3;No;Male
3094;7;Medium;4;No;Female
3095;7;Low;2;No;Male
3096;10;High;3;No;Male
3097;6;Medium;4;No;Male
3098;7;Medium;4;No;Male
3099;8;Medium;3;No;Male
3100;6;Low;1;No;Male
3101;8;Medium;3;No;Female
3102;6;Low;5;No;Male
3103;9;Medium;1;No;Male
3104;8;Low;2;No;Male
3105;7;Low;3;No;Male
3106;5;Medium;2;No;Male
3107;6;High;2;No;Male
3108;7;Medium;2;No;Male
3109;8;Low;2;No;Female
3110;7;Medium;2;No;Male
3111;8;Medium;4;No;Male
3112;8;Medium;6;No;Male
3113;8;Medium;4;No;Male
3114;7;Medium;3;No;Male
3115;7;Medium;4;No;Male
3116;7;Low;3;No;Male
3117;6;High;4;No;Male
3118;9;Medium;3;No;Male
3119;8;Medium;1;No;Male
3120;9;Low;4;No;Male
3121;6;Medium;3;No;Female
3122;8;Low;3;No;Female
3123;9;Medium;2;No;Female
3124;9;Medium;4;Yes;Female
3125;5;Low;2;No;Female
3126;7;High;2;No;Female
3127;7;Low;4;No;Female
3128;9;Medium;2;No;Male
3129;4;Low;4;No;Male
3130;5;Medium;5;No;Female
3131;9;Low;4;No;Female
3132;6;Medium;2;No;Male
3133;5;Low;3;No;Female
3134;9;High;3;No;Male
3135;5;Medium;2;No;Male
3136;9;Low;3;No;Male
3137;5;Medium;1;No;Male
3138;5;Medium;3;No;Male
3139;7;High;3;No;Female
3140;6;Medium;3;No;Female
3141;7;Medium;4;No;Female
3142;10;Medium;2;Yes;Male
3143;7;High;3;No;Female
3144;9;Medium;3;No;Male
3145;7;Medium;6;No;Male
3146;8;Medium;0;No;Female
3147;4;High;2;No;Male
3148;8;High;4;No;Male
3149;8;High;1;Yes;Male
3150;6;Medium;4;No;Female
3151;10;Low;3;No;Male
3152;6;Low;3;No;Female
3153;5;High;1;No;Female
3154;8;High;3;No;Female
3155;5;Medium;3;No;Female
3156;7;Low;1;No;Male
3157;9;Medium;3;No;Male
3158;8;Medium;3;No;Male
3159;7;Low;3;No;Male
3160;6;Medium;4;No;Female
3161;9;Medium;3;No;Male
3162;5;Low;3;No;Male
3163;8;High;3;No;Female
3164;10;Low;0;No;Female
3165;8;High;3;No;Female
3166;7;Medium;1;No;Female
3167;7;Low;2;No;Female
3168;6;High;3;No;Female
3169;6;Medium;2;No;Male
3170;7;High;4;No;Female
3171;8;Medium;2;No;Male
3172;9;Medium;3;No;Male
3173;4;High;3;No;Male
3174;4;Low;4;Yes;Female
3175;9;Low;4;No;Female
3176;7;Low;4;No;Male
3177;7;High;1;No;Male
3178;8;Medium;4;No;Female
3179;7;Low;4;No;Female
3180;10;Low;5;No;Male
3181;8;Medium;3;No;Male
3182;6;High;3;No;Female
3183;6;High;4;No;Male
3184;7;High;5;No;Female
3185;6;Medium;3;No;Male
3186;10;Low;3;No;Male
3187;7;Medium;3;No;Male
3188;5;Medium;2;No;Male
3189;8;Medium;4;No;Male
3190;9;Medium;3;No;Male
3191;9;Medium;3;No;Female
3192;6;Low;3;No;Male
3193;5;High;5;Yes;Female
3194;9;Medium;3;No;Male
3195;5;Medium;4;No;Female
3196;8;Low;1;No;Male
3197;6;Medium;4;No;Male
3198;9;High;4;No;Male
3199;5;Low;4;No;Male
3200;6;Low;2;No;Female
3201;8;Low;4;No;Female
3202;8;Medium;4;No;Female
3203;9;Medium;3;No;Male
3204;8;Low;2;No;Female
3205;8;Medium;4;No;Female
3206;9;High;2;No;Female
3207;5;Low;3;No;Female
3208;6;Medium;4;No;Male
3209;5;Medium;2;No;Male
3210;4;Medium;3;No;Male
3211;8;Medium;2;No;Female
3212;9;Low;3;No;Male
3213;8;High;3;No;Female
3214;8;Low;3;No;Male
3215;7;Medium;4;No;Male
3216;7;Medium;3;No;Male
3217;10;High;3;No;Male
3218;9;Medium;3;No;Female
3219;6;High;3;No;Male
3220;9;High;5;No;Female
3221;9;Medium;3;No;Male
3222;8;High;2;No;Male
3223;8;Medium;3;No;Female
3224;8;Low;2;No;Male
3225;5;Low;2;No;Female
3226;5;High;3;No;Female
3227;8;Medium;3;No;Female
3228;5;Medium;2;No;Male
3229;5;High;5;No;Male
3230;4;High;2;No;Female
3231;6;Low;3;No;Female
3232;8;Medium;1;Yes;Female
3233;8;High;3;No;Male
3234;8;High;4;No;Male
3235;6;Medium;3;No;Female
3236;7;Low;3;No;Female
3237;8;Medium;4;Yes;Male
3238;8;Medium;4;No;Male
3239;6;Low;3;No;Female
3240;7;Medium;4;No;Male
3241;4;Medium;2;Yes;Male
3242;7;Medium;4;No;Male
3243;6;Medium;3;No;Male
3244;9;Low;3;Yes;Female
3245;6;Medium;3;No;Male
3246;7;Medium;4;No;Male
3247;6;Low;3;No;Male
3248;6;Low;2;No;Male
3249;8;Medium;2;No;Female
3250;6;Low;4;Yes;Male
3251;10;Low;3;No;Male
3252;4;High;2;No;Male
3253;8;Low;3;No;Male
3254;7;Medium;5;Yes;Male
3255;7;Low;3;No;Male
3256;7;High;3;No;Female
3257;8;Medium;3;No;Male
3258;7;Low;2;No;Female
3259;9;Medium;2;No;Male
3260;7;Medium;3;No;Male
3261;5;High;3;No;Male
3262;7;Medium;4;No;Female
3263;9;Low;3;No;Male
3264;6;Medium;2;No;Male
3265;5;Medium;4;No;Male
3266;8;Medium;1;No;Male
3267;8;Medium;2;No;Female
3268;6;Medium;2;No;Male
3269;7;Low;2;No;Female
3270;7;Medium;2;No;Female
3271;7;Medium;1;Yes;Male
3272;8;High;3;No;Male
3273;6;Low;1;No;Female
3274;8;High;3;No;Male
3275;6;Low;3;Yes;Male
3276;9;Low;3;No;Female
3277;10;Medium;4;No;Female
3278;6;Medium;2;No;Female
3279;5;Medium;4;No;Female
3280;8;Medium;0;No;Male
3281;7;Medium;5;No;Male
3282;8;Low;3;No;Male
3283;6;Medium;4;No;Female
3284;7;Medium;2;No;Female
3285;6;Medium;3;No;Male
3286;7;Medium;2;No;Male
3287;5;Low;4;No;Male
3288;7;High;3;Yes;Female
3289;5;High;3;No;Male
3290;6;Medium;4;No;Male
3291;7;Medium;1;No;Female
3292;8;Medium;2;No;Female
3293;8;Low;2;No;Male
3294;8;Medium;4;No;Female
3295;5;High;3;No;Male
3296;9;Medium;4;No;Male
3297;6;Medium;4;No;Male
3298;6;High;4;No;Female
3299;7;High;3;No;Female
3300;6;Medium;3;No;Male
3301;8;Low;4;No;Female
3302;8;Low;2;Yes;Male
3303;6;High;2;Yes;Female
3304;7;High;3;No;Female
3305;7;Medium;3;No;Male
3306;8;Low;4;No;Male
3307;6;Medium;4;No;Female
3308;6;Medium;2;No;Male
3309;5;Low;2;No;Female
3310;6;High;2;No;Male
3311;5;Low;2;Yes;Female
3312;6;Medium;3;No;Male
3313;9;Medium;2;No;Male
3314;8;High;2;No;Male
3315;9;Medium;4;No;Female
3316;6;Low;4;No;Male
3317;4;Medium;1;No;Male
3318;7;Low;3;No;Female
3319;10;Medium;6;No;Female
3320;6;Medium;3;No;Male
3321;7;Medium;5;No;Female
3322;5;Medium;4;No;Female
3323;7;Low;2;No;Male
3324;7;Low;4;No;Male
3325;4;Medium;1;No;Female
3326;5;Medium;3;No;Female
3327;5;Medium;3;No;Male
3328;5;High;6;No;Male
3329;6;Medium;4;No;Male
3330;8;Medium;2;No;Female
3331;6;Medium;4;No;Male
3332;9;High;4;No;Male
3333;6;High;3;No;Female
3334;7;Medium;4;No;Female
3335;8;Medium;5;Yes;Male
3336;9;Medium;3;No;Male
3337;6;Low;3;No;Male
3338;8;Medium;4;No;Male
3339;6;Low;2;No;Female
3340;10;Low;4;No;Female
3341;5;Medium;2;No;Male
3342;8;High;3;No;Male
3343;9;Medium;3;No;Male
3344;5;High;1;No;Female
3345;8;Medium;4;No;Male
3346;6;High;5;No;Female
3347;10;Medium;3;No;Female
3348;4;High;5;Yes;Male
3349;5;Medium;0;No;Female
3350;5;High;4;No;Female
3351;5;High;1;No;Female
3352;8;Medium;4;No;Female
3353;10;Low;2;No;Male
3354;9;High;5;No;Male
3355;7;Medium;1;No;Female
3356;7;High;4;No;Female
3357;6;Medium;3;Yes;Female
3358;8;Low;3;No;Male
3359;7;Low;3;No;Female
3360;7;Medium;3;No;Male
3361;6;Low;4;No;Male
3362;5;Medium;3;No;Male
3363;7;Medium;3;No;Male
3364;7;Medium;4;No;Male
3365;6;High;1;No;Female
3366;6;Low;5;No;Male
3367;8;Medium;3;No;Male
3368;8;Medium;3;No;Male
3369;10;High;3;Yes;Male
3370;9;Low;3;No;Female
3371;5;Medium;5;No;Male
3372;7;High;4;No;Male
3373;5;Medium;4;No;Female
3374;4;High;2;Yes;Female
3375;10;High;3;Yes;Female
3376;9;High;3;No;Female
3377;6;Medium;2;No;Female
3378;9;Medium;6;No;Male
3379;9;Low;4;No;Female
3380;4;Low;2;No;Female
3381;8;Low;3;No;Male
3382;6;Low;5;No;Female
3383;8;Low;1;No;Female
3384;10;Low;2;No;Male
3385;9;Low;2;No;Male
3386;7;Low;2;No;Female
3387;9;Low;3;No;Male
3388;4;Medium;3;No;Male
3389;8;High;3;Yes;Female
3390;8;High;2;No;Male
3391;8;High;2;No;Male
3392;6;Medium;2;No;Female
3393;8;Low;3;No;Female
3394;8;Medium;1;No;Male
3395;4;Medium;2;No;Female
3396;7;Medium;3;No;Male
3397;6;High;3;No;Male
3398;8;Low;5;No;Male
3399;9;Medium;4;No;Female
3400;6;Medium;2;No;Male
3401;5;High;1;No;Male
3402;7;Low;2;No;Female
3403;5;Low;3;Yes;Male
3404;7;Medium;3;No;Female
3405;7;High;3;No;Male
3406;8;Low;2;No;Female
3407;7;Medium;4;No;Male
3408;7;Low;4;No;Male
3409;9;Low;3;No;Male
3410;7;Medium;3;No;Female
3411;6;Medium;3;No;Female
3412;7;High;4;No;Male
3413;6;Medium;2;No;Female
3414;5;Medium;3;No;Male
3415;5;Low;3;No;Female
3416;9;Low;4;No;Female
3417;6;Medium;2;No;Female
3418;7;Low;4;No;Female
3419;7;Low;2;No;Female
3420;7;Medium;3;No;Male
3421;9;High;3;No;Female
3422;7;Low;3;No;Female
3423;6;Medium;3;No;Female
3424;6;Low;1;No;Male
3425;8;Low;3;No;Male
3426;8;High;5;No;Female
3427;8;Medium;2;No;Female
3428;7;Low;2;No;Male
3429;5;High;3;No;Male
3430;8;Medium;3;No;Female
3431;7;Medium;1;No;Male
3432;7;Medium;5;No;Male
3433;5;Low;3;Yes;Male
3434;6;Medium;2;No;Female
3435;6;Low;3;No;Female
3436;8;Low;3;No;Male
3437;8;Medium;2;No;Female
3438;7;Low;4;No;Female
3439;8;Medium;3;No;Male
3440;9;Medium;2;No;Male
3441;8;Medium;5;No;Female
3442;8;Medium;2;No;Male
3443;6;High;3;No;Female
3444;6;High;2;No;Male
3445;9;High;3;No;Male
3446;6;Medium;2;No;Female
3447;8;Medium;3;Yes;Male
3448;10;Low;3;No;Female
3449;8;Medium;3;No;Male
3450;7;Medium;2;No;Male
3451;5;Medium;4;No;Male
3452;7;Medium;3;No;Male
3453;9;Medium;4;No;Male
3454;7;High;2;No;Male
3455;9;Low;4;No;Male
3456;8;Medium;5;Yes;Female
3457;7;Medium;3;No;Male
3458;7;Low;4;No;Female
3459;5;High;2;No;Male
3460;6;Medium;4;No;Male
3461;6;Medium;3;No;Female
3462;8;Medium;3;No;Male
3463;7;Low;2;No;Male
3464;9;Medium;4;No;Male
3465;7;Low;2;No;Female
3466;6;Medium;3;No;Female
3467;6;Low;3;No;Male
3468;6;High;2;No;Male
3469;7;Medium;2;No;Female
3470;6;High;3;Yes;Male
3471;5;Medium;1;No;Male
3472;9;Medium;4;No;Male
3473;7;Medium;2;No;Male
3474;7;Medium;3;No;Male
3475;6;Low;3;Yes;Female
3476;5;High;2;No;Male
3477;7;Medium;4;No;Male
3478;4;High;5;No;Female
3479;8;Medium;4;Yes;Male
3480;6;Low;1;No;Male
3481;7;Low;3;No;Male
3482;8;Medium;2;No;Female
3483;7;Low;1;Yes;Male
3484;5;Low;2;No;Male
3485;9;Low;2;No;Female
3486;5;Low;3;No;Female
3487;4;Low;4;No;Female
3488;8;High;3;No;Male
3489;5;Medium;3;No;Male
3490;9;Low;2;No;Male
3491;8;Medium;4;No;Male
3492;7;Low;4;No;Female
3493;6;Medium;4;No;Male
3494;6;Medium;2;No;Female
3495;6;Low;3;No;Male
3496;6;Medium;5;No;Male
3497;9;Medium;2;No;Female
3498;6;Low;3;No;Male
3499;8;High;3;No;Female
3500;9;High;3;No;Female
3501;6;Medium;2;No;Male
3502;8;Low;2;No;Male
3503;6;Medium;4;Yes;Male
3504;7;Low;2;No;Female
3505;6;Low;3;No;Male
3506;6;High;3;No;Female
3507;7;Low;4;No;Male
3508;5;Medium;3;No;Female
3509;8;High;3;Yes;Female
3510;5;Low;3;No;Male
3511;5;Medium;4;No;Male
3512;7;High;2;No;Male
3513;6;Low;4;No;Male
3514;8;Medium;4;Yes;Male
3515;7;Low;1;No;Male
3516;5;Medium;2;No;Female
3517;8;Medium;1;No;Female
3518;7;Medium;4;No;Female
3519;7;Medium;3;Yes;Male
3520;10;Low;3;No;Female
3521;9;Medium;4;No;Male
3522;7;Low;3;No;Male
3523;5;High;3;No;Male
3524;5;Medium;2;No;Male
3525;9;Medium;2;No;Male
3526;6;Medium;5;No;Male
3527;7;High;2;No;Female
3528;5;Medium;3;No;Male
3529;8;Low;2;No;Female
3530;9;High;3;No;Male
3531;9;Medium;3;No;Male
3532;6;Low;2;No;Male
3533;8;Low;3;No;Female
3534;7;High;3;No;Male
3535;8;Low;4;No;Male
3536;7;Medium;1;No;Male
3537;6;Low;2;No;Male
3538;9;Medium;3;No;Female
3539;7;Low;2;No;Male
3540;6;Low;3;No;Male
3541;7;Medium;2;No;Female
3542;6;High;4;No;Male
3543;8;Medium;1;Yes;Female
3544;7;Low;4;No;Female
3545;6;Low;2;No;Female
3546;10;Medium;3;No;Male
3547;5;Medium;4;No;Female
3548;8;Medium;3;No;Male
3549;7;Medium;1;No;Female
3550;5;Medium;5;No;Male
3551;6;Medium;1;No;Male
3552;5;Medium;2;No;Female
3553;10;Low;2;No;Male
3554;7;Medium;2;No;Female
3555;7;Medium;5;No;Female
3556;10;Medium;2;No;Male
3557;6;Medium;2;Yes;Male
3558;9;Low;1;No;Male
3559;8;Low;4;No;Female
3560;4;Low;4;No;Male
3561;6;Medium;3;No;Female
3562;8;Medium;4;No;Female
3563;7;Medium;5;No;Female
3564;7;Medium;2;No;Female
3565;6;Medium;3;No;Female
3566;6;Medium;3;No;Male
3567;7;High;3;Yes;Male
3568;10;Medium;1;No;Male
3569;6;Medium;2;No;Female
3570;6;Low;2;No;Female
3571;7;Medium;4;No;Female
3572;5;Medium;2;No;Female
3573;8;High;4;No;Male
3574;5;Medium;2;No;Male
3575;5;Low;4;No;Male
3576;5;Medium;3;No;Male
3577;5;High;3;No;Female
3578;9;Medium;3;No;Male
3579;8;Low;4;No;Female
3580;8;Medium;2;No;Female
3581;8;Low;4;No;Male
3582;7;High;3;No;Male
3583;7;Medium;4;No;Male
3584;9;High;2;No;Male
3585;9;Low;1;No;Female
3586;5;High;2;No;Male
3587;10;Low;4;No;Female
3588;5;Medium;4;Yes;Female
3589;6;Low;4;No;Male
3590;7;Low;4;No;Female
3591;7;High;4;No;Female
3592;10;Low;2;No;Female
3593;9;Low;2;No;Male
3594;8;High;2;Yes;Male
3595;9;Medium;3;No;Male
3596;8;Medium;4;No;Male
3597;6;Low;3;No;Female
3598;8;Medium;5;No;Female
3599;7;Medium;3;No;Female
3600;6;Medium;3;No;Male
3601;9;Medium;2;No;Male
3602;7;Medium;3;No;Female
3603;5;Medium;3;No;Male
3604;6;High;3;No;Male
3605;8;Medium;3;No;Male
3606;9;Medium;5;No;Male
3607;8;Medium;3;Yes;Female
3608;8;Medium;3;No;Male
3609;6;Medium;3;No;Female
3610;7;High;3;No;Female
3611;7;Medium;3;Yes;Male
3612;7;Medium;3;No;Female
3613;7;Medium;4;No;Male
3614;6;Low;2;No;Female
3615;8;Medium;2;No;Male
3616;5;High;5;No;Female
3617;5;Low;3;No;Male
3618;6;Medium;3;No;Female
3619;8;Low;3;No;Female
3620;8;Medium;3;No;Male
3621;4;Medium;2;No;Female
3622;8;Medium;3;No;Male
3623;7;Low;2;No;Male
3624;6;High;2;No;Female
3625;7;Low;3;No;Female
3626;5;Medium;3;No;Male
3627;7;Medium;2;No;Male
3628;5;Medium;2;No;Female
3629;6;Low;3;No;Female
3630;6;Medium;4;No;Male
3631;8;Medium;4;No;Male
3632;7;Medium;3;No;Female
3633;8;Medium;3;No;Female
3634;5;Medium;3;No;Female
3635;7;High;3;No;Male
3636;8;Medium;3;No;Female
3637;9;Medium;3;No;Female
3638;5;High;3;No;Male
3639;6;Medium;3;No;Male
3640;8;Medium;2;No;Female
3641;9;Medium;2;No;Male
3642;7;High;3;No;Female
3643;5;Medium;3;No;Female
3644;5;Medium;1;Yes;Female
3645;7;Low;2;No;Female
3646;8;Low;3;No;Male
3647;7;Medium;2;No;Male
3648;5;Low;3;No;Female
3649;9;Low;2;No;Male
3650;6;High;3;No;Male
3651;8;High;3;No;Male
3652;4;Medium;5;No;Male
3653;9;Medium;1;Yes;Female
3654;6;High;2;Yes;Male
3655;9;Medium;3;No;Male
3656;8;Low;4;No;Female
3657;5;Low;3;No;Female
