AF_ID;Student_ID;Hours_Studied;Access_to_Resources;Extracurricular_Activities;Internet_Access;Peer_Influence
4974;4974;7;Medium;No;No;Positive
4975;4975;11;Low;Yes;Yes;Neutral
4976;4976;12;Medium;Yes;Yes;Neutral
4977;4977;28;Medium;No;Yes;Positive
4978;4978;21;Low;Yes;Yes;Positive
4979;4979;22;Medium;Yes;No;Negative
4980;4980;7;High;Yes;Yes;Negative
4981;4981;13;High;Yes;Yes;Negative
4982;4982;25;Medium;Yes;Yes;Neutral
4983;4983;22;Medium;Yes;Yes;Neutral
4984;4984;19;Medium;Yes;Yes;Positive
4985;4985;23;High;Yes;Yes;Positive
4986;4986;30;Medium;Yes;Yes;Neutral
4987;4987;19;Medium;No;Yes;Positive
4988;4988;20;Low;No;Yes;Positive
4989;4989;21;Medium;Yes;Yes;Positive
4990;4990;34;Low;No;Yes;Neutral
4991;4991;7;Medium;No;Yes;Neutral
4992;4992;24;Medium;No;No;Neutral
4993;4993;19;High;Yes;Yes;Neutral
4994;4994;23;High;Yes;Yes;Positive
4995;4995;16;High;No;Yes;Negative
4996;4996;20;Medium;Yes;Yes;Negative
4997;4997;24;High;No;Yes;Neutral
4998;4998;39;High;Yes;No;Negative
4999;4999;25;High;No;Yes;Negative
5000;5000;15;Medium;Yes;Yes;Positive
5001;5001;17;Medium;Yes;Yes;Positive
5002;5002;17;Low;No;Yes;Positive
5003;5003;9;High;Yes;Yes;Neutral
5004;5004;18;Low;Yes;Yes;Neutral
5005;5005;24;Medium;Yes;Yes;Positive
5006;5006;12;Medium;Yes;Yes;Neutral
5007;5007;26;Low;Yes;Yes;Negative
5008;5008;23;High;No;Yes;Neutral
5009;5009;16;Medium;No;Yes;Neutral
5010;5010;19;Low;No;Yes;Neutral
5011;5011;30;High;Yes;Yes;Positive
5012;5012;24;Medium;Yes;No;Neutral
5013;5013;20;High;No;Yes;Positive
5014;5014;19;Medium;No;Yes;Neutral
5015;5015;20;Medium;No;Yes;Neutral
5016;5016;17;Medium;Yes;Yes;Positive
5017;5017;7;Medium;No;Yes;Positive
5018;5018;32;Medium;Yes;Yes;Negative
5019;5019;21;High;Yes;Yes;Positive
5020;5020;22;Low;No;Yes;Neutral
5021;5021;20;Medium;Yes;Yes;Neutral
5022;5022;16;High;Yes;Yes;Positive
5023;5023;19;Medium;No;Yes;Positive
5024;5024;10;Medium;No;Yes;Negative
5025;5025;34;Medium;No;Yes;Neutral
5026;5026;13;Low;Yes;Yes;Positive
5027;5027;14;Low;Yes;Yes;Positive
5028;5028;17;High;Yes;Yes;Positive
5029;5029;28;Medium;No;Yes;Neutral
5030;5030;20;Medium;Yes;Yes;Positive
5031;5031;13;Medium;Yes;Yes;Neutral
5032;5032;28;Medium;Yes;Yes;Positive
5033;5033;24;High;Yes;Yes;Neutral
5034;5034;23;Medium;No;Yes;Neutral
5035;5035;24;High;Yes;Yes;Positive
5036;5036;34;Medium;No;Yes;Positive
5037;5037;33;Medium;Yes;Yes;Neutral
5038;5038;16;High;Yes;Yes;Positive
5039;5039;30;Medium;No;Yes;Negative
5040;5040;22;Medium;No;Yes;Positive
5041;5041;23;High;No;Yes;Negative
5042;5042;10;Medium;No;Yes;Neutral
5043;5043;19;Medium;Yes;Yes;Positive
5044;5044;15;Medium;Yes;Yes;Neutral
5045;5045;25;High;Yes;Yes;Neutral
5046;5046;26;Low;No;Yes;Neutral
5047;5047;8;High;Yes;Yes;Neutral
5048;5048;20;Low;Yes;Yes;Neutral
5049;5049;27;High;No;Yes;Neutral
5050;5050;19;Medium;Yes;Yes;Positive
5051;5051;24;Low;Yes;Yes;Negative
5052;5052;22;Medium;Yes;Yes;Neutral
5053;5053;22;Medium;No;Yes;Negative
5054;5054;18;Low;No;Yes;Positive
5055;5055;13;Medium;Yes;Yes;Positive
5056;5056;13;High;Yes;No;Negative
5057;5057;24;Low;Yes;Yes;Negative
5058;5058;20;High;Yes;Yes;Neutral
5059;5059;19;Low;Yes;Yes;Positive
5060;5060;17;Medium;Yes;No;Neutral
5061;5061;18;High;No;Yes;Positive
5062;5062;26;High;Yes;Yes;Neutral
5063;5063;18;Low;No;Yes;Negative
5064;5064;12;Medium;Yes;Yes;Positive
5065;5065;24;Low;Yes;Yes;Neutral
5066;5066;19;Medium;Yes;Yes;Positive
5067;5067;20;High;No;Yes;Positive
5068;5068;30;Medium;No;Yes;Negative
5069;5069;20;Medium;Yes;No;Positive
5070;5070;22;Low;Yes;Yes;Negative
5071;5071;13;Low;No;Yes;Neutral
5072;5072;19;Low;No;Yes;Positive
5073;5073;24;High;No;Yes;Neutral
5074;5074;11;Low;Yes;Yes;Positive
5075;5075;21;Medium;No;Yes;Positive
5076;5076;21;High;Yes;Yes;Positive
5077;5077;20;Medium;Yes;No;Positive
5078;5078;26;High;Yes;Yes;Neutral
5079;5079;22;Medium;Yes;Yes;Positive
5080;5080;29;Medium;Yes;Yes;Neutral
5081;5081;14;Medium;Yes;Yes;Positive
5082;5082;21;High;Yes;Yes;Negative
5083;5083;21;High;No;Yes;Neutral
5084;5084;14;Medium;No;Yes;Positive
5085;5085;26;Low;Yes;Yes;Positive
5086;5086;34;Medium;Yes;Yes;Neutral
5087;5087;20;Medium;Yes;Yes;Negative
5088;5088;23;High;Yes;Yes;Positive
5089;5089;21;Medium;Yes;Yes;Neutral
5090;5090;16;Medium;Yes;Yes;Neutral
5091;5091;9;Medium;Yes;Yes;Neutral
5092;5092;16;Low;No;Yes;Positive
5093;5093;12;High;No;Yes;Positive
5094;5094;30;Medium;No;Yes;Negative
5095;5095;19;Medium;Yes;Yes;Neutral
5096;5096;18;Low;No;Yes;Positive
5097;5097;25;Low;Yes;Yes;Negative
5098;5098;13;Low;Yes;Yes;Positive
5099;5099;15;High;No;Yes;Neutral
5100;5100;20;Medium;No;Yes;Positive
5101;5101;26;Medium;No;Yes;Neutral
5102;5102;23;High;Yes;Yes;Neutral
5103;5103;21;Medium;No;Yes;Neutral
5104;5104;20;Medium;No;No;Neutral
5105;5105;22;Medium;Yes;Yes;Neutral
5106;5106;21;Low;Yes;Yes;Negative
5107;5107;14;Medium;Yes;Yes;Positive
5108;5108;20;Low;Yes;Yes;Negative
5109;5109;14;Medium;No;Yes;Neutral
5110;5110;20;Medium;Yes;Yes;Positive
5111;5111;17;Medium;No;Yes;Neutral
5112;5112;35;Medium;No;Yes;Positive
5113;5113;20;Low;Yes;Yes;Neutral
5114;5114;12;High;Yes;Yes;Neutral
5115;5115;19;High;Yes;Yes;Positive
5116;5116;23;Low;Yes;Yes;Positive
5117;5117;30;High;Yes;Yes;Neutral
5118;5118;16;Medium;Yes;No;Neutral
5119;5119;11;High;No;No;Positive
5120;5120;25;Low;No;Yes;Neutral
5121;5121;12;Low;No;Yes;Negative
5122;5122;17;High;No;Yes;Positive
5123;5123;18;High;No;Yes;Negative
5124;5124;20;Medium;Yes;Yes;Positive
5125;5125;24;High;Yes;Yes;Neutral
5126;5126;16;Medium;No;Yes;Negative
5127;5127;18;Low;No;Yes;Positive
5128;5128;20;Medium;Yes;Yes;Neutral
5129;5129;21;Low;Yes;Yes;Positive
5130;5130;21;High;Yes;Yes;Neutral
5131;5131;23;High;Yes;Yes;Neutral
5132;5132;25;Medium;Yes;Yes;Neutral
5133;5133;22;Medium;Yes;Yes;Positive
5134;5134;23;High;No;Yes;Positive
5135;5135;11;Medium;No;Yes;Neutral
5136;5136;20;Medium;No;Yes;Positive
5137;5137;23;Medium;Yes;No;Positive
5138;5138;24;Medium;Yes;Yes;Negative
5139;5139;16;High;Yes;Yes;Neutral
5140;5140;16;Medium;No;Yes;Positive
5141;5141;17;Medium;Yes;Yes;Neutral
5142;5142;23;High;Yes;Yes;Neutral
5143;5143;26;Low;Yes;Yes;Positive
5144;5144;18;Medium;Yes;No;Neutral
5145;5145;25;Low;Yes;Yes;Negative
5146;5146;21;Medium;No;Yes;Neutral
5147;5147;19;High;Yes;Yes;Negative
5148;5148;19;Medium;Yes;Yes;Positive
5149;5149;24;High;Yes;Yes;Neutral
5150;5150;22;Medium;No;Yes;Positive
5151;5151;34;Low;Yes;Yes;Negative
5152;5152;15;Medium;No;No;Positive
5153;5153;23;High;Yes;Yes;Negative
5154;5154;17;Low;Yes;No;Neutral
5155;5155;15;Medium;Yes;Yes;Neutral
5156;5156;20;Medium;Yes;Yes;Negative
5157;5157;21;Medium;No;Yes;Positive
5158;5158;38;Low;No;Yes;Negative
5159;5159;19;Medium;No;Yes;Negative
5160;5160;13;High;Yes;Yes;Neutral
5161;5161;22;High;Yes;Yes;Neutral
5162;5162;8;Low;No;Yes;Neutral
5163;5163;19;Medium;Yes;No;Neutral
5164;5164;20;Low;No;Yes;Positive
5165;5165;25;Medium;No;Yes;Neutral
5166;5166;26;Low;Yes;Yes;Positive
5167;5167;17;Low;Yes;Yes;Positive
5168;5168;19;High;No;Yes;Neutral
5169;5169;15;Low;Yes;Yes;Neutral
5170;5170;13;Medium;Yes;Yes;Neutral
5171;5171;22;High;Yes;Yes;Neutral
5172;5172;12;High;Yes;Yes;Positive
5173;5173;18;Low;No;Yes;Positive
5174;5174;14;Medium;Yes;Yes;Neutral
5175;5175;23;Medium;No;Yes;Neutral
5176;5176;31;Medium;No;Yes;Positive
5177;5177;12;High;Yes;Yes;Neutral
5178;5178;9;High;No;Yes;Positive
5179;5179;19;High;Yes;Yes;Positive
5180;5180;20;Medium;No;Yes;Positive
5181;5181;21;Medium;No;Yes;Neutral
5182;5182;17;Medium;Yes;Yes;Negative
5183;5183;19;Medium;No;Yes;Negative
5184;5184;22;Low;Yes;Yes;Positive
5185;5185;26;Low;No;Yes;Positive
5186;5186;8;Low;No;Yes;Positive
5187;5187;18;Medium;No;Yes;Negative
5188;5188;21;Medium;Yes;Yes;Negative
5189;5189;14;Medium;No;Yes;Negative
5190;5190;30;Medium;No;Yes;Neutral
5191;5191;16;Medium;Yes;Yes;Positive
5192;5192;20;Medium;Yes;Yes;Negative
5193;5193;23;High;Yes;Yes;Positive
5194;5194;16;Medium;Yes;Yes;Negative
5195;5195;9;High;Yes;No;Neutral
5196;5196;17;High;Yes;No;Negative
5197;5197;26;Low;No;Yes;Positive
5198;5198;18;Medium;No;Yes;Neutral
5199;5199;15;Medium;No;Yes;Positive
5200;5200;26;Medium;No;Yes;Neutral
5201;5201;18;Low;Yes;Yes;Positive
5202;5202;17;High;Yes;Yes;Positive
5203;5203;21;Low;No;Yes;Neutral
5204;5204;25;High;No;Yes;Positive
5205;5205;34;High;Yes;Yes;Negative
5206;5206;25;Medium;Yes;Yes;Positive
5207;5207;27;Low;Yes;Yes;Neutral
5208;5208;17;Medium;Yes;Yes;Positive
5209;5209;14;Medium;Yes;Yes;Positive
5210;5210;20;Medium;No;Yes;Negative
5211;5211;21;High;No;Yes;Negative
5212;5212;14;Medium;Yes;Yes;Positive
5213;5213;19;Medium;Yes;Yes;Positive
5214;5214;22;High;No;Yes;Positive
5215;5215;22;Low;Yes;Yes;Negative
5216;5216;23;Medium;No;Yes;Neutral
5217;5217;22;Medium;Yes;Yes;Neutral
5218;5218;17;Medium;Yes;Yes;Negative
5219;5219;17;High;Yes;Yes;Negative
5220;5220;13;High;No;Yes;Neutral
5221;5221;31;Medium;Yes;No;Positive
5222;5222;20;Medium;Yes;Yes;Neutral
5223;5223;19;Medium;Yes;Yes;Positive
5224;5224;14;High;No;Yes;Neutral
5225;5225;38;Medium;No;Yes;Positive
5226;5226;14;Medium;Yes;Yes;Neutral
5227;5227;17;Low;Yes;Yes;Positive
5228;5228;22;High;No;Yes;Negative
5229;5229;24;Medium;No;Yes;Positive
5230;5230;26;Medium;No;Yes;Negative
5231;5231;31;High;No;Yes;Neutral
5232;5232;23;Medium;No;Yes;Positive
5233;5233;14;Medium;Yes;Yes;Positive
5234;5234;18;Low;Yes;Yes;Negative
5235;5235;22;High;No;Yes;Positive
5236;5236;32;Low;Yes;Yes;Neutral
5237;5237;12;Medium;Yes;Yes;Positive
5238;5238;27;Medium;No;Yes;Positive
5239;5239;21;High;Yes;Yes;Neutral
5240;5240;25;Low;No;Yes;Positive
5241;5241;19;Medium;Yes;Yes;Neutral
5242;5242;15;Medium;Yes;Yes;Neutral
5243;5243;25;Medium;Yes;No;Positive
5244;5244;24;High;No;Yes;Positive
5245;5245;26;Low;No;Yes;Neutral
5246;5246;20;High;Yes;Yes;Positive
5247;5247;16;High;Yes;Yes;Neutral
5248;5248;11;High;Yes;Yes;Neutral
5249;5249;25;Medium;Yes;Yes;Positive
5250;5250;23;Medium;Yes;Yes;Positive
5251;5251;14;Medium;Yes;Yes;Positive
5252;5252;17;High;No;Yes;Negative
5253;5253;17;High;No;Yes;Positive
5254;5254;11;Medium;Yes;No;Negative
5255;5255;15;High;No;Yes;Positive
5256;5256;13;High;Yes;Yes;Positive
5257;5257;18;High;Yes;Yes;Negative
5258;5258;16;Medium;No;Yes;Neutral
5259;5259;10;High;Yes;Yes;Positive
5260;5260;32;High;Yes;Yes;Neutral
5261;5261;28;Low;Yes;No;Positive
5262;5262;15;High;No;Yes;Positive
5263;5263;22;Medium;No;Yes;Neutral
5264;5264;23;Medium;Yes;Yes;Negative
5265;5265;27;High;No;Yes;Positive
5266;5266;15;Medium;Yes;Yes;Neutral
5267;5267;27;High;No;Yes;Positive
5268;5268;17;Medium;No;Yes;Neutral
5269;5269;12;Medium;Yes;Yes;Positive
5270;5270;24;Low;No;No;Positive
5271;5271;28;Medium;No;Yes;Neutral
5272;5272;36;High;No;Yes;Positive
5273;5273;13;Medium;No;Yes;Neutral
5274;5274;24;Medium;Yes;Yes;Negative
5275;5275;18;Medium;Yes;Yes;Positive
5276;5276;25;High;Yes;Yes;Negative
5277;5277;11;Low;Yes;Yes;Neutral
5278;5278;12;High;Yes;Yes;Negative
5279;5279;15;Medium;Yes;Yes;Neutral
5280;5280;20;Low;Yes;Yes;Positive
5281;5281;16;High;No;Yes;Neutral
5282;5282;24;Medium;No;Yes;Neutral
5283;5283;26;Medium;Yes;Yes;Negative
5284;5284;24;High;Yes;Yes;Neutral
5285;5285;30;Medium;Yes;Yes;Neutral
5286;5286;22;High;No;No;Negative
5287;5287;13;High;Yes;Yes;Positive
5288;5288;28;Medium;No;Yes;Neutral
5289;5289;16;Medium;No;Yes;Positive
5290;5290;25;Medium;No;Yes;Neutral
5291;5291;29;High;Yes;Yes;Neutral
5292;5292;23;High;Yes;Yes;Positive
5293;5293;11;Medium;No;Yes;Neutral
5294;5294;14;Low;Yes;Yes;Neutral
5295;5295;28;Medium;Yes;Yes;Positive
5296;5296;19;Medium;Yes;Yes;Neutral
5297;5297;20;Low;Yes;Yes;Neutral
5298;5298;25;High;No;Yes;Positive
5299;5299;24;High;Yes;Yes;Positive
5300;5300;22;High;No;Yes;Negative
5301;5301;19;Low;No;Yes;Positive
5302;5302;18;High;Yes;Yes;Positive
5303;5303;25;High;No;Yes;Negative
5304;5304;23;Low;No;Yes;Negative
5305;5305;18;Medium;No;Yes;Negative
5306;5306;26;High;No;Yes;Negative
5307;5307;19;High;Yes;Yes;Positive
5308;5308;15;Low;Yes;Yes;Neutral
5309;5309;15;Low;Yes;No;Positive
5310;5310;14;Medium;Yes;Yes;Negative
5311;5311;18;High;Yes;Yes;Neutral
5312;5312;27;High;Yes;Yes;Neutral
5313;5313;15;Medium;Yes;Yes;Neutral
5314;5314;21;Medium;Yes;Yes;Positive
5315;5315;16;High;Yes;Yes;Neutral
5316;5316;18;High;Yes;Yes;Positive
5317;5317;11;High;No;Yes;Positive
5318;5318;19;High;Yes;Yes;Positive
5319;5319;19;Medium;No;Yes;Neutral
5320;5320;23;High;No;Yes;Neutral
5321;5321;21;Low;Yes;Yes;Neutral
5322;5322;13;High;No;Yes;Positive
5323;5323;27;Medium;No;Yes;Positive
5324;5324;21;High;Yes;No;Positive
5325;5325;21;High;Yes;Yes;Neutral
5326;5326;20;Low;No;Yes;Neutral
5327;5327;17;Low;Yes;Yes;Negative
5328;5328;21;Medium;Yes;Yes;Negative
5329;5329;23;High;No;Yes;Neutral
5330;5330;10;High;No;No;Neutral
5331;5331;17;High;No;Yes;Neutral
5332;5332;18;Medium;No;Yes;Negative
5333;5333;22;Medium;No;No;Positive
5334;5334;27;Low;Yes;Yes;Positive
5335;5335;15;Medium;Yes;Yes;Positive
5336;5336;17;Medium;No;Yes;Positive
5337;5337;17;High;Yes;Yes;Positive
5338;5338;15;Medium;Yes;Yes;Positive
5339;5339;18;High;Yes;Yes;Positive
5340;5340;25;Medium;Yes;Yes;Neutral
5341;5341;14;Medium;Yes;Yes;Negative
5342;5342;23;Medium;No;Yes;Positive
5343;5343;10;Medium;No;No;Neutral
5344;5344;17;High;Yes;Yes;Positive
5345;5345;18;Medium;No;Yes;Neutral
5346;5346;30;Medium;No;Yes;Neutral
5347;5347;18;High;Yes;Yes;Positive
5348;5348;7;High;Yes;Yes;Negative
5349;5349;8;Medium;Yes;Yes;Positive
5350;5350;20;Medium;No;Yes;Neutral
5351;5351;24;Medium;Yes;Yes;Neutral
5352;5352;22;Low;Yes;Yes;Negative
5353;5353;21;Low;Yes;Yes;Positive
5354;5354;27;High;No;Yes;Neutral
5355;5355;17;Low;No;Yes;Neutral
5356;5356;25;Medium;Yes;No;Positive
5357;5357;10;Medium;No;Yes;Neutral
5358;5358;15;High;Yes;Yes;Neutral
5359;5359;9;Low;No;Yes;Negative
5360;5360;18;Medium;Yes;Yes;Negative
5361;5361;20;Medium;Yes;Yes;Neutral
5362;5362;21;Medium;No;Yes;Neutral
5363;5363;20;Medium;No;Yes;Positive
5364;5364;14;Medium;Yes;Yes;Positive
5365;5365;19;Low;Yes;Yes;Neutral
5366;5366;11;Medium;Yes;Yes;Neutral
5367;5367;28;Low;No;Yes;Neutral
5368;5368;18;High;Yes;Yes;Negative
5369;5369;17;Medium;No;Yes;Negative
5370;5370;30;High;No;No;Positive
5371;5371;13;Low;Yes;Yes;Neutral
5372;5372;13;High;No;Yes;Neutral
5373;5373;13;Medium;Yes;Yes;Negative
5374;5374;20;Low;No;Yes;Positive
5375;5375;23;High;No;Yes;Neutral
5376;5376;24;High;Yes;Yes;Negative
5377;5377;35;High;Yes;Yes;Positive
5378;5378;7;High;No;Yes;Neutral
5379;5379;24;Low;Yes;Yes;Positive
5380;5380;17;Medium;Yes;Yes;Negative
5381;5381;16;Medium;Yes;Yes;Negative
5382;5382;16;Low;Yes;Yes;Negative
5383;5383;15;High;Yes;Yes;Neutral
5384;5384;30;Medium;Yes;Yes;Positive
5385;5385;25;High;Yes;Yes;Positive
5386;5386;20;Medium;No;Yes;Positive
5387;5387;28;Medium;Yes;Yes;Positive
5388;5388;11;Low;Yes;Yes;Positive
5389;5389;12;Low;Yes;Yes;Neutral
5390;5390;7;High;Yes;Yes;Positive
5391;5391;16;High;Yes;Yes;Positive
5392;5392;21;Medium;Yes;No;Neutral
5393;5393;21;High;Yes;No;Neutral
5394;5394;21;Medium;Yes;Yes;Neutral
5395;5395;12;High;No;Yes;Positive
5396;5396;25;Medium;No;No;Neutral
5397;5397;21;Medium;Yes;Yes;Neutral
5398;5398;24;Medium;No;Yes;Neutral
5399;5399;9;Medium;Yes;Yes;Neutral
5400;5400;22;Medium;No;Yes;Negative
5401;5401;13;Medium;No;Yes;Neutral
5402;5402;18;Medium;No;Yes;Positive
5403;5403;23;Low;No;Yes;Neutral
5404;5404;21;High;Yes;Yes;Positive
5405;5405;15;High;Yes;Yes;Positive
5406;5406;20;High;Yes;Yes;Positive
5407;5407;11;Medium;No;Yes;Positive
5408;5408;27;Low;No;Yes;Neutral
5409;5409;19;Medium;Yes;Yes;Negative
5410;5410;27;Low;Yes;Yes;Positive
5411;5411;17;Medium;No;Yes;Neutral
5412;5412;17;Low;Yes;Yes;Positive
5413;5413;15;Medium;Yes;Yes;Neutral
5414;5414;25;Low;Yes;Yes;Positive
5415;5415;16;Low;Yes;Yes;Positive
5416;5416;24;High;Yes;Yes;Neutral
5417;5417;18;High;Yes;Yes;Negative
5418;5418;8;Medium;Yes;No;Neutral
5419;5419;17;Medium;No;Yes;Neutral
5420;5420;13;High;Yes;Yes;Positive
5421;5421;20;High;No;Yes;Neutral
5422;5422;13;High;No;Yes;Negative
5423;5423;26;Medium;No;Yes;Neutral
5424;5424;19;Low;No;No;Positive
5425;5425;19;Low;No;Yes;Positive
5426;5426;24;High;No;Yes;Neutral
5427;5427;26;High;Yes;Yes;Positive
5428;5428;20;Medium;Yes;Yes;Positive
5429;5429;15;Medium;Yes;Yes;Positive
5430;5430;9;Medium;Yes;Yes;Positive
5431;5431;16;High;Yes;Yes;Positive
5432;5432;16;High;Yes;Yes;Neutral
5433;5433;21;Medium;Yes;No;Positive
5434;5434;18;Medium;No;Yes;Neutral
5435;5435;24;Medium;No;Yes;Negative
5436;5436;16;High;Yes;Yes;Neutral
5437;5437;20;High;Yes;No;Negative
5438;5438;27;Low;No;No;Positive
5439;5439;22;Low;No;Yes;Neutral
5440;5440;20;Medium;No;Yes;Neutral
5441;5441;16;Medium;Yes;Yes;Positive
5442;5442;16;Medium;No;Yes;Positive
5443;5443;15;Medium;No;Yes;Neutral
5444;5444;17;High;Yes;Yes;Neutral
5445;5445;25;High;Yes;No;Positive
5446;5446;19;Medium;Yes;Yes;Neutral
5447;5447;12;Medium;Yes;Yes;Negative
5448;5448;31;Low;No;Yes;Neutral
5449;5449;22;High;Yes;Yes;Negative
5450;5450;12;High;No;No;Neutral
5451;5451;17;Medium;No;Yes;Neutral
5452;5452;21;Low;Yes;Yes;Negative
5453;5453;30;Low;No;Yes;Neutral
5454;5454;13;Medium;Yes;Yes;Negative
5455;5455;26;Low;Yes;Yes;Neutral
5456;5456;28;Medium;No;No;Positive
5457;5457;16;Medium;Yes;Yes;Positive
5458;5458;18;Medium;Yes;Yes;Negative
5459;5459;14;High;No;Yes;Positive
5460;5460;19;Medium;No;Yes;Negative
5461;5461;20;High;No;Yes;Neutral
5462;5462;24;Low;No;Yes;Positive
5463;5463;27;Low;Yes;Yes;Positive
5464;5464;16;Medium;No;Yes;Neutral
5465;5465;8;Medium;No;Yes;Positive
5466;5466;20;Low;Yes;Yes;Positive
5467;5467;22;Medium;Yes;Yes;Positive
5468;5468;21;Medium;Yes;Yes;Positive
5469;5469;18;High;Yes;Yes;Positive
5470;5470;21;Medium;Yes;Yes;Positive
5471;5471;29;Medium;No;Yes;Neutral
5472;5472;22;High;No;No;Neutral
5473;5473;18;High;No;Yes;Positive
5474;5474;17;Medium;No;Yes;Neutral
5475;5475;19;Medium;Yes;Yes;Neutral
5476;5476;30;Medium;Yes;Yes;Neutral
5477;5477;19;Medium;No;Yes;Neutral
5478;5478;20;Low;No;Yes;Positive
5479;5479;17;Medium;Yes;Yes;Neutral
5480;5480;27;High;No;Yes;Positive
5481;5481;32;Medium;Yes;Yes;Neutral
5482;5482;23;Low;Yes;Yes;Negative
5483;5483;20;Medium;No;Yes;Neutral
5484;5484;20;Medium;No;Yes;Neutral
5485;5485;6;Medium;Yes;Yes;Neutral
5486;5486;24;Medium;Yes;Yes;Positive
5487;5487;21;Medium;Yes;Yes;Negative
5488;5488;23;High;No;Yes;Neutral
5489;5489;16;Medium;Yes;No;Positive
5490;5490;18;Medium;No;Yes;Neutral
5491;5491;18;High;No;Yes;Negative
5492;5492;26;High;Yes;Yes;Negative
5493;5493;18;Medium;No;Yes;Negative
5494;5494;32;High;Yes;No;Positive
5495;5495;23;Medium;Yes;Yes;Positive
5496;5496;12;Medium;Yes;No;Negative
5497;5497;19;Medium;No;Yes;Neutral
5498;5498;16;Medium;Yes;Yes;Negative
5499;5499;7;Medium;No;Yes;Positive
5500;5500;30;Medium;Yes;Yes;Neutral
5501;5501;24;High;Yes;Yes;Neutral
5502;5502;23;Medium;No;Yes;Neutral
5503;5503;21;Medium;No;Yes;Neutral
5504;5504;12;Low;Yes;Yes;Neutral
5505;5505;17;High;Yes;Yes;Positive
5506;5506;25;High;Yes;Yes;Negative
5507;5507;14;Medium;Yes;No;Neutral
5508;5508;5;High;No;Yes;Negative
5509;5509;19;High;Yes;No;Positive
5510;5510;19;High;No;Yes;Positive
5511;5511;21;Medium;No;Yes;Positive
5512;5512;24;Medium;Yes;Yes;Neutral
5513;5513;24;Low;Yes;Yes;Positive
5514;5514;22;High;Yes;Yes;Neutral
5515;5515;27;High;Yes;Yes;Positive
5516;5516;11;High;No;Yes;Neutral
5517;5517;23;Medium;Yes;Yes;Positive
5518;5518;24;Medium;No;Yes;Positive
5519;5519;13;Medium;Yes;Yes;Neutral
5520;5520;11;Medium;Yes;Yes;Negative
5521;5521;16;Medium;Yes;Yes;Negative
5522;5522;16;Low;No;Yes;Positive
5523;5523;25;High;Yes;Yes;Negative
5524;5524;16;Medium;No;Yes;Negative
5525;5525;15;High;Yes;Yes;Positive
5526;5526;16;High;Yes;Yes;Negative
5527;5527;27;Medium;Yes;Yes;Positive
5528;5528;20;Medium;Yes;Yes;Positive
5529;5529;19;High;No;Yes;Negative
5530;5530;19;High;Yes;Yes;Negative
5531;5531;28;Medium;Yes;Yes;Neutral
5532;5532;16;Low;No;Yes;Neutral
5533;5533;28;Medium;Yes;Yes;Positive
5534;5534;21;Medium;Yes;Yes;Neutral
5535;5535;19;Medium;No;Yes;Negative
5536;5536;35;High;Yes;Yes;Positive
5537;5537;14;Medium;No;Yes;Neutral
5538;5538;18;Medium;Yes;Yes;Negative
5539;5539;13;High;Yes;Yes;Neutral
5540;5540;26;Medium;No;No;Neutral
5541;5541;30;High;No;Yes;Positive
5542;5542;30;Low;Yes;No;Negative
5543;5543;27;Medium;Yes;Yes;Neutral
5544;5544;19;Low;Yes;Yes;Positive
5545;5545;18;Medium;Yes;Yes;Neutral
5546;5546;10;High;No;Yes;Neutral
5547;5547;32;High;Yes;Yes;Neutral
5548;5548;23;High;Yes;Yes;Negative
5549;5549;17;Medium;Yes;Yes;Positive
5550;5550;28;High;Yes;Yes;Positive
5551;5551;14;Medium;Yes;Yes;Negative
5552;5552;22;Low;Yes;Yes;Neutral
5553;5553;19;Medium;No;Yes;Neutral
5554;5554;24;Medium;Yes;No;Positive
5555;5555;20;Medium;Yes;Yes;Negative
5556;5556;11;Medium;No;Yes;Positive
5557;5557;20;Medium;No;Yes;Negative
5558;5558;26;Medium;Yes;Yes;Neutral
5559;5559;20;Low;No;Yes;Neutral
5560;5560;25;High;No;Yes;Neutral
5561;5561;14;Medium;Yes;Yes;Neutral
5562;5562;20;Medium;No;Yes;Positive
5563;5563;16;High;Yes;Yes;Neutral
5564;5564;24;Medium;Yes;Yes;Neutral
5565;5565;20;Medium;Yes;Yes;Neutral
5566;5566;24;High;Yes;Yes;Neutral
5567;5567;27;Medium;Yes;Yes;Positive
5568;5568;24;High;No;Yes;Positive
5569;5569;22;Medium;Yes;Yes;Positive
5570;5570;14;Medium;No;No;Positive
5571;5571;20;Medium;No;Yes;Positive
5572;5572;17;Medium;No;Yes;Positive
5573;5573;18;Low;Yes;Yes;Positive
5574;5574;18;Low;No;Yes;Neutral
5575;5575;14;Medium;Yes;Yes;Neutral
5576;5576;8;High;No;Yes;Positive
5577;5577;16;High;Yes;Yes;Positive
5578;5578;21;High;No;Yes;Neutral
5579;5579;12;Medium;Yes;Yes;Neutral
5580;5580;20;Medium;No;Yes;Positive
5581;5581;31;Medium;No;Yes;Neutral
5582;5582;26;Medium;No;Yes;Positive
5583;5583;30;High;Yes;Yes;Positive
5584;5584;22;Low;Yes;Yes;Positive
5585;5585;27;High;Yes;Yes;Positive
5586;5586;16;High;Yes;Yes;Positive
5587;5587;16;High;Yes;No;Neutral
5588;5588;4;Medium;Yes;Yes;Negative
5589;5589;27;High;No;Yes;Negative
5590;5590;29;High;Yes;Yes;Neutral
