"student_id","sleep_hours","motivation_level","physical_activity","learning_desabilities","gender","exam_score","attendance","tutoring_sessions","teacher_quality","school_type","distance_from_home","previous_scores","parental_involvement","family_income","parental_education_level","hours_studied","access_to_resources","extraurricular_activities","internet_access","peer_influence"
4241,5,"Medium",3,"No","Male",62,80,2,"Medium","Private","Near",60,"High","Low","High School",9,"Low","No","Yes","Neutral"
4268,9,"High",3,"No","Female",62,60,0,"High","Public","Near",93,"High","Low","Postgraduate",8,"Medium","Yes","Yes","Neutral"
4287,7,"Low",3,"Yes","Female",62,72,3,"High","Public","Far",83,"Low","Medium",NULL,17,"Medium","No","Yes","Negative"
4310,9,"Medium",2,"Yes","Male",62,65,0,"Medium","Public","Moderate",79,"Medium","Medium","High School",17,"High","No","Yes","Positive"
4332,8,"Medium",4,"No","Male",62,63,2,"Medium","Public","Near",52,"Medium","Low","High School",13,"High","Yes","Yes","Positive"
4344,8,"Medium",4,"No","Female",62,67,0,"Medium","Public","Far",57,"Low","Medium","College",26,"Medium","No","Yes","Negative"
4364,6,"Medium",3,"No","Male",62,62,0,"Medium","Private","Moderate",79,"Low","Low","College",27,"Low","Yes","Yes","Negative"
4371,7,"Medium",2,"No","Male",62,66,0,"High","Public","Near",77,"Medium","Medium","High School",10,"High","No","Yes","Positive"
4380,7,"Low",3,"No","Female",62,74,2,"Medium","Public","Far",60,"Medium","Medium","High School",15,"Low","No","Yes","Positive"
4387,5,"Low",3,"No","Male",62,67,2,"Medium","Private","Moderate",53,"Medium","Medium","High School",16,"Medium","Yes","Yes","Positive"
4420,5,"Medium",3,"Yes","Male",62,84,1,"Low","Public","Near",96,"Medium","Low","High School",7,"Medium","Yes","No","Positive"
4425,7,"High",4,"No","Male",62,60,2,"Medium","Public","Near",66,"Medium","High","High School",15,"Medium","No","Yes","Neutral"
4431,9,"Low",3,"No","Male",62,66,3,"Medium","Public","Near",100,"Low","Medium","College",9,"Medium","No","Yes","Neutral"
4438,7,"Low",4,"No","Male",62,61,2,"Medium","Public","Near",67,"Medium","High","High School",18,"Low","No","Yes","Positive"
4529,6,"High",3,"No","Female",62,62,1,"High","Public","Moderate",80,"Medium","Medium","College",20,"Low","Yes","No","Neutral"
4572,6,"Medium",3,"No","Male",62,61,3,"Medium","Public","Moderate",56,"Medium","Low","High School",18,"Medium","Yes","Yes","Neutral"
4575,7,"Low",3,"No","Female",62,62,3,"Medium","Public","Near",73,"Medium","High","High School",16,"Medium","No","Yes","Negative"
4605,10,"Medium",3,"Yes","Male",62,75,1,"Medium","Private","Near",54,"Medium","Low","College",13,"High","No","Yes","Negative"
4610,8,"High",4,"No","Female",62,62,2,"Medium","Public","Near",64,"Low","Low","College",15,"High","No","Yes","Neutral"
4657,4,"Low",2,"No","Male",62,67,0,"Medium","Private","Moderate",73,"High","Medium","Postgraduate",18,"Low","No","Yes","Neutral"
4708,8,"High",4,"No","Female",62,62,2,"Medium","Public","Moderate",86,"Medium","Medium","High School",17,"Low","No","Yes","Neutral"
4739,4,"Medium",2,"No","Male",62,88,0,"High","Private","Far",56,"Low","Low","High School",12,"Medium","Yes","Yes","Neutral"
4766,6,"Medium",3,"No","Female",62,62,2,"High","Private","Moderate",58,"Medium","Low","College",21,"Low","No","Yes","Neutral"
4793,7,"Medium",4,"No","Female",62,64,0,"Medium","Private","Near",56,"Medium","Low","High School",19,"Medium","Yes","Yes","Neutral"
4822,8,"Medium",4,"No","Male",62,67,0,"High","Private","Near",55,"Medium","Medium","High School",19,"Low","Yes","No","Positive"
4841,10,"Low",4,"No","Male",62,62,0,"High","Private","Far",96,"Low","Medium","High School",15,"High","No","Yes","Positive"
4864,6,"High",4,"No","Female",62,72,0,"Medium","Public","Far",99,"Low","Low","College",12,"Low","Yes","Yes","Positive"
4866,6,"Medium",2,"Yes","Male",62,71,1,"Low","Public","Near",86,"Medium","Medium","Postgraduate",10,"High","Yes","Yes","Negative"
4877,7,"Medium",3,"No","Male",62,61,2,"Medium","Public","Far",81,"Medium","High","College",12,"Medium","Yes","Yes","Neutral"
4904,5,"Low",4,"Yes","Male",62,60,2,"Medium","Public","Near",91,"Medium","Low","High School",18,"High","No","Yes","Negative"
4923,10,"Low",2,"Yes","Female",62,67,1,"Medium","Public","Far",64,"Medium","Low","College",24,"Medium","No","Yes","Positive"
4959,6,"Low",2,"No","Female",62,77,1,"Medium","Public","Moderate",59,"Low","High","High School",20,"Low","No","Yes","Negative"
4974,7,"Low",3,"No","Male",62,75,1,"High","Public","Near",98,"Medium","Low","College",7,"Medium","No","No","Positive"
4980,9,"Medium",2,"No","Male",62,79,0,"Medium","Public","Near",85,"Low","Medium","High School",7,"High","Yes","Yes","Negative"
5000,6,"Low",3,"No","Male",62,67,3,"Low","Public","Moderate",83,"Low","Medium","High School",15,"Medium","Yes","Yes","Positive"
5001,8,"Medium",1,"No","Male",62,63,1,"High","Public","Moderate",59,"Medium","Low","Postgraduate",17,"Medium","Yes","Yes","Positive"
5009,7,"Medium",1,"No","Female",62,62,1,"High","Public","Near",88,"Medium","Low","High School",16,"Medium","No","Yes","Neutral"
5010,8,"High",3,"No","Female",62,60,1,"Low","Private","Near",94,"Medium","Low","High School",19,"Low","No","Yes","Neutral"
5026,5,"Low",3,"Yes","Male",62,78,2,"High","Public","Near",54,"Medium","Low","College",13,"Low","Yes","Yes","Positive"
5047,4,"Low",4,"No","Male",62,73,0,"High","Public","Moderate",80,"Medium","Low","College",8,"High","Yes","Yes","Neutral"
5072,10,"Medium",3,"No","Male",62,67,0,"Medium","Public","Near",50,"Medium","High","High School",19,"Low","No","Yes","Positive"
5114,7,"High",4,"No","Female",62,62,1,"Medium","Public","Near",63,"Medium","High","High School",12,"High","Yes","Yes","Neutral"
5119,5,"Medium",4,"No","Male",62,73,0,"Medium","Private","Near",58,"Medium","Medium","College",11,"High","No","No","Positive"
5121,6,"Medium",4,"No","Male",62,80,1,"High","Public","Moderate",75,"Medium","Low","High School",12,"Low","No","Yes","Negative"
5146,6,"Medium",3,"No","Male",62,70,1,"Medium","Public","Near",61,"Low","Low","High School",21,"Medium","No","Yes","Neutral"
5155,9,"Low",3,"No","Male",62,69,2,"High","Public","Moderate",62,"Low","Medium","High School",15,"Medium","Yes","Yes","Neutral"
5162,4,"Medium",2,"No","Male",62,82,1,"Medium","Public","Near",59,"High","Medium","College",8,"Low","No","Yes","Neutral"
5182,7,"High",2,"Yes","Male",62,61,1,"Medium","Private","Near",55,"High","Medium","College",17,"Medium","Yes","Yes","Negative"
5195,10,"Medium",2,"No","Female",62,72,1,"Medium","Public","Far",91,"Medium","High","High School",9,"High","Yes","No","Neutral"
5196,7,"Medium",4,"No","Female",62,61,2,"High","Public","Near",75,"Low","Medium","College",17,"High","Yes","No","Negative"
5209,7,"High",1,"No","Male",62,62,0,"Medium","Public","Moderate",97,"Medium","Medium","High School",14,"Medium","Yes","Yes","Positive"
5227,10,"Medium",3,"No","Female",62,64,0,"Medium","Public","Moderate",63,"High","High","High School",17,"Low","Yes","Yes","Positive"
5248,8,"Medium",2,"No","Female",62,78,0,NULL,"Private",NULL,65,"Low","Medium","High School",11,"High","Yes","Yes","Neutral"
5270,6,"Low",3,"No","Female",62,63,0,"Medium","Public","Moderate",99,"Medium","Low","High School",24,"Low","No","No","Positive"
5355,7,"High",4,"No","Male",62,64,1,"Medium","Public","Near",73,"Medium","Low","College",17,"Low","No","Yes","Neutral"
5388,6,"Low",4,"Yes","Female",62,83,0,"Medium","Public","Near",55,"Medium","Low","Postgraduate",11,"Low","Yes","Yes","Positive"
5396,7,"Medium",3,"Yes","Male",62,69,0,"Low","Public","Near",66,"Medium","Low","College",25,"Medium","No","No","Neutral"
5401,7,"Medium",5,"No","Male",62,70,1,"Low","Public","Near",87,"Medium","Low","High School",13,"Medium","No","Yes","Neutral"
5420,6,"Medium",3,"No","Female",62,65,0,"Medium","Private","Near",73,"Low","Low","Postgraduate",13,"High","Yes","Yes","Positive"
5451,7,"Medium",4,"No","Male",62,65,0,"Medium","Private","Moderate",65,"Medium","High","High School",17,"Medium","No","Yes","Neutral"
5454,7,"Low",2,"No","Female",62,66,3,"Medium","Public","Near",66,"Medium","Medium","College",13,"Medium","Yes","Yes","Negative"
5460,6,"Medium",5,"No","Male",62,66,2,"Medium","Public","Near",72,"Low","Low","High School",19,"Medium","No","Yes","Negative"
5465,8,"High",2,"No","Male",62,71,1,"High","Public","Moderate",55,"High","Low","College",8,"Medium","No","Yes","Positive"
5467,4,"Medium",3,"No","Male",62,63,0,"Medium","Private","Moderate",54,"Medium","Medium","High School",22,"Medium","Yes","Yes","Positive"
5499,9,"Medium",3,"No","Female",62,68,1,"High","Public","Near",74,"High","Low","High School",7,"Medium","No","Yes","Positive"
5516,8,"Medium",3,"Yes","Female",62,75,3,"Medium","Public","Moderate",64,"Low","Low","College",11,"High","No","Yes","Neutral"
5518,10,"Low",3,"No","Female",62,61,0,"Medium","Private","Near",64,"Medium","Low","High School",24,"Medium","No","Yes","Positive"
5551,5,"Medium",2,"No","Male",62,66,1,"Medium","Private","Near",93,"Medium","Medium","High School",14,"Medium","Yes","Yes","Negative"
5553,9,"Low",3,"No","Female",62,64,0,"High","Private","Near",57,"High","Medium","High School",19,"Medium","No","Yes","Neutral"
5623,9,"Low",4,"No","Male",62,70,1,"High","Public","Near",51,"Medium","Low","College",14,"Medium","Yes","Yes","Negative"
5626,10,"Low",3,"No","Female",62,68,0,"Medium","Public","Far",97,"Low","Low","College",19,"High","No","No","Positive"
5638,7,"Low",2,"No","Male",62,61,3,"High","Public","Moderate",93,"Medium","Medium","High School",14,"Medium","Yes","Yes","Negative"
5655,6,"Medium",3,"No","Female",62,68,0,"Medium","Private","Near",55,"Medium","High","High School",15,"High","No","No","Positive"
5660,8,"High",3,"No","Male",62,61,0,"High","Private","Moderate",54,"Medium","Low","College",16,"High","Yes","Yes","Positive"
5669,7,"Low",4,"No","Female",62,76,3,"Medium","Private","Far",79,"Medium","Medium","High School",10,"Low","Yes","Yes","Neutral"
5694,6,"Medium",2,"No","Male",62,69,3,"Low","Private","Moderate",55,"High","Low","High School",14,"Medium","No","Yes","Positive"
5699,7,"Low",3,"Yes","Male",62,61,0,"High","Public","Far",97,"Medium","Medium","College",19,"High","No","Yes","Negative"
5728,6,"High",4,"No","Male",62,63,2,"Medium","Public","Near",51,"Medium","Medium","High School",19,"Low","Yes","Yes","Neutral"
5742,7,"Medium",2,"No","Male",62,77,1,"High","Public","Moderate",54,"High","Medium","High School",14,"Low","No","Yes","Negative"
5770,7,"High",4,"No","Female",62,61,1,"Medium","Public","Near",85,"High","Medium","High School",10,"Medium","Yes","Yes","Neutral"
5792,6,"High",2,"No","Male",62,73,1,"Medium","Public","Near",89,"High","Medium","High School",5,"Low","Yes","Yes","Neutral"
5843,5,"Medium",4,"Yes","Male",62,68,1,"Medium","Public","Far",87,"High","Low","High School",11,"Medium","Yes","Yes","Positive"
5857,7,"Medium",3,"No","Female",62,62,3,"Medium","Public","Near",74,"High","Medium","Postgraduate",7,"Medium","Yes","Yes","Neutral"
5884,8,"Low",3,"No","Male",62,74,0,"Medium","Public","Moderate",68,"High","Medium","High School",11,"Medium","No","Yes","Positive"
5903,7,"Medium",1,"No","Male",62,69,0,"Medium","Public","Near",90,"Low","Low","College",19,"Low","No","Yes","Neutral"
5924,8,"Medium",2,"Yes","Female",62,78,0,"Medium","Public","Moderate",61,"Medium","Medium","High School",20,"Low","No","Yes","Neutral"
5930,7,"Medium",4,"No","Male",62,63,1,"Medium","Public","Near",53,"Low","High","High School",22,"Low","Yes","Yes","Neutral"
5952,6,"Low",3,"Yes","Male",62,67,1,"Medium","Public","Near",93,"Medium","Low","College",20,"Medium","No","No","Negative"
5953,7,"High",2,"No","Male",62,66,2,"Medium","Public","Moderate",53,"Medium","Medium","Postgraduate",16,"Medium","Yes","Yes","Negative"
6008,10,"Medium",2,"Yes","Male",62,61,4,"High","Public","Moderate",79,"High","High","College",10,"Low","Yes","Yes","Positive"
6030,4,"Medium",4,"No","Male",62,68,1,"Medium","Public","Near",92,"Low","Medium","College",16,"Medium","Yes","No","Negative"
6053,9,"Medium",3,"No","Male",62,66,0,"Medium","Private","Near",59,"Medium","Low","High School",18,"High","Yes","No","Positive"
6077,6,"High",4,"No","Male",62,72,0,"Medium","Public","Near",60,"Low","Low","Postgraduate",12,"Medium","Yes","Yes","Neutral"
6200,6,"Medium",1,"No","Female",62,64,2,"Medium","Public","Near",51,"Medium","Low","High School",18,"Medium","Yes","Yes","Positive"
6238,8,"Medium",3,"No","Female",62,71,0,"High","Private","Far",70,"Low","Medium","High School",20,"Medium","No","Yes","Neutral"
6322,8,"High",1,"No","Female",62,62,2,"Medium","Public","Near",79,"Low","Low","High School",20,"Medium","No","Yes","Positive"
6347,7,"Medium",3,"No","Male",62,62,0,"High","Public","Near",78,"Medium","Medium","High School",17,"Medium","Yes","Yes","Negative"
6436,6,"High",2,"No","Male",62,65,1,"Medium","Public","Far",63,"High","Low","High School",18,"Medium","Yes","Yes","Negative"
6506,7,"Low",2,"No","Female",62,63,2,"Medium","Private","Near",66,"Medium","Medium","College",18,"Medium","Yes","Yes","Negative"
6513,8,"High",4,"No","Male",62,63,1,"Medium","Private","Near",66,"Medium","Low","College",15,"High","No","Yes","Negative"
6542,8,"Medium",5,"No","Male",62,80,4,"High","Public","Near",51,"Low","Medium","High School",4,"Medium","Yes","Yes","Negative"
6577,8,"Medium",3,"No","Male",62,77,0,"Medium","Public","Near",54,"Medium","Medium","Postgraduate",16,"Low","Yes","No","Negative"
4196,10,"Low",3,"No","Male",61,71,0,"Low","Public","Moderate",53,"Medium","Low","High School",17,"Medium","Yes","Yes","Positive"
5422,7,"Medium",3,"No","Female",61,60,1,"Medium","Public","Far",70,"High","Medium","College",13,"High","No","Yes","Negative"
5430,7,"Medium",4,"No","Male",61,65,2,"Medium","Public","Moderate",89,"Low","Low","High School",9,"Medium","Yes","Yes","Positive"
532,7,"High",3,"No","Male",61,62,3,"Medium","Public","Near",68,"Medium","Medium","Postgraduate",10,"Low","No","Yes","Neutral"
3579,8,"Low",4,"No","Female",61,70,0,"Medium","Private","Moderate",63,"Low","Medium","High School",15,"Medium","No","Yes","Positive"
509,8,"Low",3,"No","Female",61,63,0,"Medium","Public","Near",73,"Low","High","College",20,"Low","Yes","Yes","Neutral"
3562,8,"Medium",4,"No","Female",61,65,1,"Medium","Public","Moderate",62,"Medium","Medium","High School",15,"Medium","No","Yes","Neutral"
500,6,"High",2,"No","Male",61,64,0,"Medium","Public","Moderate",74,"High","Medium","High School",12,"Low","Yes","Yes","Positive"
494,7,"Medium",3,"No","Male",61,73,2,"High","Private","Moderate",51,"Medium","Low","High School",15,"Low","Yes","Yes","Negative"
6415,7,"Medium",3,"Yes","Male",61,63,0,NULL,"Public","Far",94,"Low","Medium","High School",22,"Low","Yes","Yes","Negative"
5537,5,"Medium",3,"No","Male",61,62,2,"Medium","Public","Near",64,"Medium","Low","College",14,"Medium","No","Yes","Neutral"
5546,6,"Medium",2,"No","Female",61,67,0,"High","Private","Near",61,"High","Low","High School",10,"High","No","Yes","Neutral"
6417,7,"Low",2,"No","Female",61,72,0,"Medium","Public","Near",67,"Medium","Low","High School",12,"Medium","No","Yes","Positive"
493,8,"Medium",2,"No","Female",61,61,0,"Medium","Public","Near",92,"Low","Medium","High School",20,"Low","Yes","Yes","Negative"
3418,7,"Low",4,"No","Female",61,62,0,"Medium","Private","Near",51,"Medium","Low","High School",21,"Low","Yes","Yes","Positive"
3379,9,"Low",4,"No","Female",61,60,0,"Medium","Private","Moderate",56,"High","Low","High School",23,"Medium","Yes","No","Negative"
3378,9,"Medium",6,"No","Male",61,62,1,"Medium","Public","Near",73,"Medium","Low","High School",14,"Medium","No","Yes","Neutral"
3360,7,"Medium",3,"No","Male",61,65,2,"Medium","Public","Moderate",63,"High","Low","High School",14,"Medium","No","Yes","Neutral"
3311,5,"Low",2,"Yes","Female",61,65,1,"Medium","Public","Moderate",87,"Medium","Medium","High School",13,"High","No","Yes","Positive"
3287,5,"Low",4,"No","Male",61,72,1,"Medium","Private","Moderate",61,"Low","Medium","College",18,"Low","Yes","Yes","Negative"
5597,5,"Medium",2,"No","Female",61,60,0,"Medium","Public","Near",52,"Medium","Low","High School",22,"Medium","Yes","Yes","Negative"
3283,6,"Medium",4,"No","Female",61,69,0,"High","Private","Near",88,"Low","Low","Postgraduate",7,"Medium","Yes","Yes","Negative"
482,7,"Medium",3,"No","Female",61,65,1,"Medium","Public","Moderate",81,"Low","Low","High School",14,"Medium","Yes","Yes","Positive"
450,8,"Low",2,"No","Male",61,62,3,"Medium","Public","Far",65,"High","Low","High School",14,"High","Yes","Yes","Negative"
3264,6,"Medium",2,"No","Male",61,67,0,"Low","Private","Far",54,"Low","Medium","High School",27,"Medium","No","Yes","Negative"
5640,7,"High",2,"Yes","Female",61,64,2,"Medium","Public","Far",73,"Medium","Low","College",21,"Low","No","Yes","Negative"
5651,6,"Medium",1,"No","Male",61,61,0,"Medium","Public","Near",66,"Medium","High","High School",19,"Medium","No","Yes","Neutral"
5656,10,"Medium",2,"No","Male",61,74,0,"High","Public","Near",71,"Low","Low","Postgraduate",15,"Low","No","Yes","Negative"
3235,6,"Medium",3,"No","Female",61,65,1,"Medium","Public","Near",64,"Low","Medium","College",12,"Medium","Yes","Yes","Positive"
393,6,"High",2,"No","Female",61,72,2,"High","Private","Moderate",72,"Medium","Low","High School",12,"Low","Yes","Yes","Negative"
3233,8,"High",3,"No","Male",61,63,1,"Medium","Public","Moderate",64,"Medium","Low","High School",14,"Medium","Yes","Yes","Neutral"
3144,9,"Medium",3,"No","Male",61,65,1,"Medium","Public","Moderate",68,"Medium","High","High School",16,"Low","No","Yes","Neutral"
3127,7,"Low",4,"No","Female",61,75,2,"Medium","Public","Near",54,"Medium","Low","High School",9,"Medium","No","Yes","Positive"
6451,10,"Low",1,"Yes","Male",61,69,2,"High","Public","Moderate",89,"Low","Low","High School",18,"Low","Yes","Yes","Neutral"
3107,6,"High",2,"No","Male",61,62,0,"Medium","Private","Near",63,"High","Low","High School",12,"High","Yes","Yes","Negative"
3039,9,"Low",3,"No","Female",61,60,3,"High","Public","Near",67,"Low","High","High School",14,"Low","Yes","Yes","Positive"
3037,9,"Medium",4,"Yes","Male",61,64,4,"Medium","Public","Near",64,"Low","Low","High School",18,"Medium","Yes","Yes","Negative"
6453,8,"Medium",3,"No","Male",61,69,1,"High","Private","Moderate",70,"Medium","High","High School",13,"Low","No","Yes","Neutral"
391,6,"Medium",1,"No","Male",61,66,1,"Medium","Private","Near",80,"Low","Low","College",15,"High","No","No","Neutral"
5750,4,"Low",4,"Yes","Male",61,83,1,"Medium","Public","Moderate",81,"Low","Low","High School",14,"Low","No","Yes","Negative"
2962,8,"Low",3,"No","Male",61,60,0,"Medium","Public","Near",67,"Medium","Low","High School",16,"High","Yes","Yes","Neutral"
2933,9,"Medium",3,"No","Female",61,69,0,"Medium","Public","Near",52,"Low","High","College",15,"Medium","Yes","Yes","Neutral"
382,8,"Medium",2,"No","Female",61,71,0,"Medium","Public","Far",51,"Medium","Low","Postgraduate",16,"Medium","No","Yes","Negative"
2915,8,"Medium",2,"Yes","Male",61,61,1,"Medium","Public","Moderate",54,"Medium","Low",NULL,24,"Medium","No","Yes","Neutral"
5789,9,"Low",5,"No","Male",61,63,0,"High","Public","Moderate",59,"High","Medium","Postgraduate",10,"Medium","No","Yes","Positive"
6482,7,"Low",0,"No","Male",61,77,1,"Medium","Public","Moderate",90,"Medium","Medium","High School",8,"Low","Yes","Yes","Neutral"
5802,8,"Medium",2,"No","Female",61,62,1,"Medium","Public","Far",60,"High","Low","College",19,"Low","Yes","Yes","Positive"
5807,7,"Low",4,"No","Male",61,66,2,"Medium","Public","Near",62,"High","Low","Postgraduate",6,"Medium","Yes","Yes","Neutral"
5823,9,"Low",3,"No","Male",61,71,1,"High","Private","Moderate",73,"Low","High","High School",13,"Low","No","Yes","Neutral"
2806,7,"Medium",2,"No","Male",61,71,0,"Medium","Public","Near",89,"Low","Low","High School",9,"High","Yes","Yes","Negative"
2805,9,"Low",2,"Yes","Female",61,65,1,"Medium","Public","Near",57,"Medium","Medium","High School",19,"Medium","No","Yes","Positive"
349,9,"Low",3,"No","Female",61,64,1,"Medium","Public","Moderate",58,"Low","Medium","College",16,"Medium","Yes","Yes","Positive"
2745,7,"Medium",4,"No","Male",61,83,2,"Medium","Public","Moderate",61,"Medium","Low","High School",5,"Medium","Yes","Yes","Negative"
2676,7,"High",1,"Yes","Female",61,64,0,"Medium","Public","Near",82,"High","High","Postgraduate",8,"Medium","No","Yes","Neutral"
5878,8,"Low",2,"No","Male",61,62,0,"High","Public","Near",60,"Low","Medium","College",22,"Medium","No","No","Positive"
5885,8,"Low",4,"No","Female",61,68,2,"High","Private","Near",50,"Low","Low","High School",11,"High","Yes","Yes","Positive"
5897,10,"High",3,"No","Female",61,63,0,"Medium","Public","Far",100,"Medium","Medium","High School",11,"Medium","Yes","Yes","Neutral"
2662,8,"Medium",3,"No","Male",61,65,2,"Medium","Public","Near",53,"Medium","Low","College",15,"Medium","No","Yes","Negative"
341,4,"Medium",3,"No","Male",61,67,0,"Medium","Public","Moderate",74,"Medium","Low","College",15,"Medium","No","Yes","Negative"
2612,6,"Low",4,"No","Male",61,66,2,"Medium","Private","Near",69,"Low","Low","High School",13,"Medium","Yes","Yes","Positive"
2576,8,"Medium",2,"No","Male",61,67,2,"Medium","Private","Near",90,"Low","Low","High School",13,"Medium","Yes","Yes","Negative"
36,6,"Low",3,"No","Male",61,72,1,"Medium","Public","Near",93,"Low","Low","High School",13,"Medium","No","Yes","Negative"
5931,6,"Low",3,"No","Male",61,66,0,"Medium","Public","Moderate",96,"Low","High","College",14,"Medium","Yes","Yes","Negative"
5941,7,"Medium",3,"No","Male",61,66,1,"Medium","Public","Near",83,"Low","Medium","High School",12,"High","Yes","No","Neutral"
2473,8,"Low",3,"No","Male",61,64,0,"Medium","Public","Near",82,"Medium","Low","High School",15,"Medium","Yes","Yes","Negative"
6509,6,"Medium",5,"Yes","Male",61,60,1,"High","Public","Moderate",66,"Medium","Medium","College",13,"Medium","Yes","Yes","Positive"
2367,9,"High",4,"No","Male",61,67,1,"High","Public","Far",63,"Low","Low","College",17,"Medium","No","Yes","Negative"
2363,6,"Low",2,"No","Female",61,82,2,"Medium","Public","Near",61,"Low","Medium","High School",11,"Low","No","Yes","Neutral"
2302,8,"Low",5,"No","Female",61,63,0,"Low","Private","Near",81,"Medium","Medium","High School",14,"Medium","No","Yes","Positive"
2267,7,"Low",3,"No","Male",61,77,2,"Low","Public","Near",57,"Medium","Medium","High School",9,"Medium","No","Yes","Negative"
2229,4,"Low",3,"No","Male",61,65,1,"Medium","Public","Near",88,"Medium","Low","College",9,"Medium","No","Yes","Positive"
2140,7,"High",4,"Yes","Male",61,61,5,"Low","Public","Near",81,"Medium","Medium","High School",11,"Low","Yes","Yes","Positive"
6003,7,"Medium",3,"No","Male",61,63,1,"Medium","Public","Near",79,"High","Low","High School",14,"Low","No","Yes","Neutral"
6010,7,"High",3,"No","Female",61,62,0,"High","Public","Moderate",74,"Medium","Low","Postgraduate",15,"Medium","No","Yes","Negative"
6024,7,"Medium",4,"No","Male",61,69,1,"High","Public","Moderate",54,"Medium","Low","High School",18,"Low","No","Yes","Neutral"
263,6,"Medium",3,"No","Female",61,69,1,"Medium","Public","Near",97,"High","Low","High School",1,"Medium","Yes","Yes","Positive"
2013,7,"Medium",3,"No","Female",61,66,2,"High","Public","Near",53,"Low","Medium","College",15,"Medium","No","Yes","Negative"
2011,4,"Medium",3,"No","Male",61,67,3,"Medium","Public","Near",65,"Medium","Medium","High School",10,"Medium","No","No","Positive"
6038,7,"Medium",2,"No","Male",61,62,1,"High","Private","Near",51,"High","Medium","High School",10,"High","No","Yes","Positive"
1966,8,"Medium",3,"No","Female",61,63,0,"Medium","Public","Near",74,"Medium","Low","High School",21,"Low","No","Yes","Negative"
1934,9,"Medium",2,"No","Female",61,61,0,"Medium","Public","Far",67,"High","Low","College",19,"Medium","No","Yes","Negative"
1830,8,"Low",2,"No","Male",61,64,1,"Medium","Public","Near",53,"Medium","Low","High School",20,"Low","Yes","Yes","Positive"
1809,6,"Low",2,"No","Female",61,68,3,"High","Public","Far",91,"Medium","Low","College",11,"Medium","No","Yes","Negative"
1776,8,"Medium",5,"Yes","Female",61,65,1,"High","Private","Near",57,"Medium","High","High School",12,"Medium","No","Yes","Positive"
1768,7,"Medium",2,"No","Female",61,69,1,"Low","Public","Far",72,"Medium","Low","High School",19,"Low","No","Yes","Positive"
237,8,"Medium",3,"No","Male",61,71,0,"High","Public","Near",75,"High","Medium","High School",8,"Low","No","Yes","Positive"
1764,6,"High",3,"No","Male",61,62,2,"High","Public","Near",87,"Medium","Low","High School",10,"Medium","No","Yes","Neutral"
6097,6,"High",4,"No","Male",61,62,2,"Medium","Public","Near",86,"Medium","Low","High School",13,"Low","No","Yes","Neutral"
6100,6,"Medium",2,"No","Female",61,73,1,"Medium","Private",NULL,94,"Low","Low","College",16,"Low","No","No","Negative"
1725,8,"Low",4,"Yes","Male",61,64,1,"High","Public","Moderate",62,"Medium","Medium","High School",14,"High","No","Yes","Positive"
1720,5,"Medium",2,"No","Male",61,67,0,"Medium","Public","Moderate",54,"Medium","Low","High School",17,"High","Yes","Yes","Negative"
1599,6,"Medium",4,"No","Male",61,61,1,"High","Public","Far",63,"Low","Medium","College",20,"Low","Yes","Yes","Positive"
1570,7,"Low",3,"Yes","Male",61,69,0,"High","Public","Moderate",70,"Medium","Low","College",17,"Medium","Yes","Yes","Neutral"
6123,8,"Medium",2,"No","Female",61,64,0,"Medium","Public","Near",93,"Medium","Low","High School",15,"Medium","No","Yes","Negative"
1529,7,"Low",3,"Yes","Female",61,61,2,"Medium","Public","Near",58,"Medium","Low","High School",17,"High","Yes","Yes","Positive"
6130,6,"Low",5,"No","Male",61,77,0,"Medium","Public","Near",92,"Low","Low","High School",11,"Low","Yes","Yes","Neutral"
1523,8,"Medium",4,"Yes","Male",61,64,0,"Medium","Public","Near",62,"Low","High","College",19,"Medium","No","Yes","Positive"
1487,4,"Medium",3,"No","Male",61,62,2,"Medium","Public","Moderate",68,"Medium","High","High School",11,"High","Yes","Yes","Negative"
1359,7,"High",3,"No","Female",61,61,0,"High","Public","Near",90,"Low","Medium","High School",11,"Medium","Yes","Yes","Neutral"
1253,6,"High",4,"No","Male",61,73,1,"Medium","Public","Moderate",65,"Low","Low","College",8,"Medium","Yes","Yes","Neutral"
6213,6,"Medium",2,"Yes","Male",61,64,1,"Medium","Private","Near",60,"Medium","Medium","High School",17,"Medium","Yes","Yes","Positive"
6214,8,"Medium",5,"No","Male",61,71,0,"Low","Public","Near",54,"Medium","Low","College",12,"Medium","No","Yes","Positive"
1250,9,"High",2,"No","Male",61,61,0,"High","Public","Moderate",98,"Medium","Medium","High School",11,"Medium","Yes","Yes","Negative"
1232,5,"Low",2,"No","Male",61,63,4,"Medium","Private","Moderate",63,"Medium","Low","High School",12,"High","No","Yes","Positive"
194,9,"Low",4,"No","Female",61,69,0,"Medium","Private","Far",96,"Medium","High","High School",13,"Low","Yes","Yes","Neutral"
1202,5,"Medium",3,"No","Female",61,65,2,"Medium","Public","Near",55,"Low","Low","High School",17,"Low","Yes","Yes","Positive"
1185,8,"Low",2,"No","Female",61,75,0,"Medium","Public","Moderate",62,"Medium","High","High School",14,"Low","Yes","Yes","Negative"
1184,7,"High",3,"No","Female",61,62,3,"High","Public","Far",87,"Low","Low","High School",11,"High","Yes","No","Positive"
1157,6,"Low",3,"No","Male",61,66,2,"High","Public","Moderate",63,"Medium","Medium","College",16,"Low","No","Yes","Neutral"
